número,nombre
59780-31463-LE,Coirón
52829-5691-BB,KT Corporation
75748-561-MN,"Impax Laboratories, Inc."
93109-60688-KD,Virco Manufacturing Corporation
92947-17398-LF,Cerro Colorado
4995-71842-NL,"FTI Consulting, Inc."
23487-16057-EH,PureFunds ETFx HealthTech ETF
77476-91619-IB,Pascua
12963-88380-EM,Andacollo Oro
28954-45131-ED,Walter Investment Management Corp.
78541-4114-EE,III de Atacama Minerals - Aguas Blancas
87815-58280-BM,"Arista Networks, Inc."
46503-25724-HO,Maganeso III de Atacama
31774-77409-HD,Pullalli
57966-22818-GB,Limoneira Co
89665-92179-GF,Apollo Senior Floating Rate Fund Inc.
74309-44709-HI,"Argos Therapeutics, Inc."
19748-78248-FG,E*TRADE Financial Corporation
91910-70151-GF,CMP - Algarrobo
84030-65169-GG,Romeral
86523-15264-BF,SQM - Mapocho
69113-62143-LH,Moog Inc.
1994-34801-DI,Guaranty Bancorp
41127-48037-BE,Chimborazo
80259-46054-IB,Arenal
77508-24397-HJ,Del Fierro
88822-43707-NE,Montecristo
99886-53400-BH,Michilla
10100-36077-KE,Park-Ohio Holdings Corp.
50631-69907-LF,"Universal Stainless & Alloy Products, Inc."
93302-19890-NJ,"Gabelli Equity Trust, Inc. (The)"
29785-65773-HK,"TC PipeLines, LP"
31309-89991-EG,La Pepa
8471-35164-KB,Nuveen Floating Rate Income Fund
59004-27045-JL,Inseego Corp.
77861-12740-KJ,First Trust Multi-Asset Diversified Income Index Fund
12001-60817-MB,First Trust Nasdaq Retail ETF
34006-37561-BE,Yahoo! Inc.
52760-42600-ON,DRDGOLD Limited
97469-80916-EE,Gladstone Commercial Corporation
79687-34833-JI,"Idera Pharmaceuticals, Inc."
19766-82659-HO,"Hawkins, Inc."
89095-7188-FD,Peabody Energy Corporation
46811-23968-BL,Guanaco
24470-21451-JH,SQM - Nueva Victoria
53307-6628-NF,Dynatronics Corporation
97722-80196-LB,Kite Realty Group Trust
3501-63152-LI,Western Asset Bond Fund
50121-93115-GF,B.O.S. Better Online Solutions
61371-92224-KB,"Western Refining Logistics, LP"
34277-2129-JJ,"Shutterstock, Inc."
89614-60949-OH,Dos Amigos
61536-89201-HM,Data Processing
14711-58423-AD,Refugio
25157-21209-ML,"China Lodging Group, Limited"
89430-58917-DB,Bed Bath & Beyond Inc.
21499-72873-EH,"Waste Management, Inc."
85022-46675-AK,Celite - Tilviche
32828-89511-HG,Double Eagle Acquisition Corp.
47832-64488-BG,"XO Group, Inc."
24904-23748-BI,Kraton Corporation
27189-59305-NG,San Gerónimo
30136-13475-AH,San Gerónimo
21822-36620-LO,Janus Henderson Small Cap Growth Alpha ETF
22372-68023-EH,BLDRS Developed Markets 100 ADR Index Fund
1829-18681-LI,Kilroy Realty Corporation
95979-27901-IB,"MiMedx Group, Inc"
19588-47331-JJ,Lomas Bayas
45266-10913-LN,Caserones
29096-23357-ME,Dorado
77386-52683-EG,Sierra Miranda
19310-54365-OE,Marine Petroleum Trust
43664-93775-OI,"Under Armour, Inc."
87425-9962-IG,Quebrada Blanca
33166-85025-OM,SQM Salar
61836-57321-FB,"Pepsico, Inc."
82546-95571-AA,Carvana Co.
50193-72928-AH,Enel Generacion Chile S.A.
904-86178-DG,Nuveen Michigan Quality Municipal Income Fund
22374-83167-EM,Azul S.A.
24062-10919-ND,Linderos
28425-12937-IB,Romeral
19629-90799-LD,Alliance National Municipal Income Fund Inc
22810-19370-BB,"Recon Technology, Ltd."
87300-74831-FE,Credit Acceptance Corporation
3617-10926-JM,BLDRS Asia 50 ADR Index Fund
40113-27619-HO,Cohen & Steers Reit and Preferred Income Fund Inc
27073-76767-ID,"Gabelli Equity Trust, Inc. (The)"
4538-48430-BI,Urstadt Biddle Properties Inc.
82619-19846-HB,ACF - Lagunas
11639-33510-ME,Maganeso III de Atacama
57744-28348-LO,Patriot National Bancorp Inc.
70894-52069-JL,Nuveen Connecticut Quality Municipal Income Fund
49631-27750-BJ,San José
6056-15000-MF,Great Plains Energy Inc
30560-22400-DO,"Edge Therapeutics, Inc."
77410-35567-MO,Cohen & Steers Reit and Preferred Income Fund Inc
59852-90238-BB,Data Processing
66743-57810-ND,U.S. Energy Corp.
72877-63814-FD,"LTC Properties, Inc."
48624-2235-BF,Entercom Communications Corporation
33442-87828-BO,Sierra Gorda
31692-18623-DL,Catamutún
21672-35494-EL,AGCO Corporation
98518-63964-LE,"Edge Therapeutics, Inc."
18589-2418-GB,iShares 20+ Year Treasury Bond ETF
63520-12687-ND,Galectin Therapeutics Inc.
12420-26356-BB,Galectin Therapeutics Inc.
21010-8481-JE,West Corporation
95890-45164-DF,Great Elm Capital Corp.
31437-12001-FO,Laguna Siren
22048-93195-FB,"Aspen Technology, Inc."
67445-11145-BE,Catamutún
85561-98565-OH,Tres Valles
18223-14742-LD,Nuveen Connecticut Quality Municipal Income Fund
94088-16822-IO,"FTI Consulting, Inc."
16901-51983-EG,Carola
38175-59474-AB,AGCO Corporation
47081-94375-FK,Cerro Blanco
64025-80557-EJ,NVIDIA Corporation
14854-91616-EJ,El Morro
33646-83999-JB,Lota
39909-58905-BH,La Patagua
23757-60167-OE,Kamada Ltd.
37172-26772-AM,Cerro Colorado
64970-49249-BA,"National American University Holdings, Inc."
40766-76446-OK,SQM - Mapocho
89858-14691-NM,"Ulta Beauty, Inc."
30392-51617-DK,SQM - Yumbes
33529-17097-DH,Pirquitas
5315-53708-HB,"Dynex Capital, Inc."
74288-66270-GH,Andacollo Cobre
16414-96510-FB,Central Garden & Pet Company
66464-89963-JL,"Dupont Fabros Technology, Inc."
72243-9026-JF,"Ulta Beauty, Inc."
79776-96685-GF,EPR Properties
68732-29346-NB,Cambrex Corporation
93437-86119-KI,Radomiro Tomic
20634-41288-EB,CMP - Boquerón Chañar
72797-9984-OB,Georgia Power Company
22139-81255-LH,"Nutanix, Inc."
80145-49729-HM,El Tesoro
87657-51633-BN,CMP - Los Colorados
85956-13447-KB,La Marcelina
66990-32505-KO,Cohen & Steers Reit and Preferred Income Fund Inc
95621-52602-BJ,"SolarEdge Technologies, Inc."
10651-47543-JB,"LM Funding America, Inc."
51341-90297-LB,Choquelimpie
93728-84071-NO,"Zynerba Pharmaceuticals, Inc."
62945-72953-EO,Faride
26191-91690-EH,Lambert
594-50821-GB,Data Processing
17868-9423-KG,Lomas Bayas
60335-99598-FB,Del Fierro
20658-7505-HD,"Ellie Mae, Inc."
21478-72630-JJ,San Gerónimo
85800-13202-BL,"Recon Technology, Ltd."
29105-67905-FO,"OraSure Technologies, Inc."
88359-90327-MD,Nuveen Energy MLP Total Return Fund
60222-42232-BH,B.O.S. Better Online Solutions
92095-95556-GL,Global Partner Acquisition Corp.
20991-173-NE,Eaton Vance Corporation
38055-77863-HD,Kamada Ltd.
29180-35539-JG,Envision Healthcare Corporation
34479-45094-HO,Tuina
84016-85183-NF,Cohen & Steers Reit and Preferred Income Fund Inc
17843-54617-HO,Suncor EnergyInc.
3263-91690-MK,PrimeEnergy Corporation
53564-82195-OH,Pampa Camarones
43986-24433-BB,Cordillera - Tenardita
33651-72037-LL,"International Seaways, Inc."
60673-64765-FJ,Cerro Imán
25965-6768-GD,Talcuna
68169-14605-DA,Alhué
71507-27527-DL,Inacesa - El Jilguero
60334-87622-BF,"Under Armour, Inc."
15087-41644-BH,Global Partner Acquisition Corp.
76076-44657-FH,"Avon Products, Inc."
40316-97250-MD,PIMCO Dynamic Credit and Mortgage Income Fund
78281-1450-AN,Incyte Corporation
62975-13658-NB,Cerro Blanco
37678-52208-NN,"Sarepta Therapeutics, Inc."
51984-29552-FE,Eaton Vance Corporation
7593-97937-JL,Tuina
49330-96711-LB,EPR Properties
33566-40-EB,Cosayach - Cala Cala
57462-9133-OL,Las Luces
48376-11264-NG,Can Can
18871-55390-EG,Unisys Corporation
45892-33052-JE,"Universal Stainless & Alloy Products, Inc."
93772-72777-BJ,"JA Solar Holdings, Co., Ltd."
51913-93572-AI,Jerónimo
63424-6828-AD,El Toqui
8436-71968-NG,"Portola Pharmaceuticals, Inc."
61452-90663-MJ,BLDRS Asia 50 ADR Index Fund
96886-25657-HA,La Patagua
9012-18999-EN,Alhué
20030-96411-AL,Galectin Therapeutics Inc.
85503-10644-EO,El Volcán
74749-35849-IH,"Financial Engines, Inc."
92296-59277-NB,AdvisorShares Market Adaptive Unconstrained Income ETF
92149-98277-KJ,"Appliance Recycling Centers of America, Inc."
39642-15612-EG,Schwager
81795-60692-HB,Clifton Bancorp Inc.
61682-39643-EI,Celgene Corporation
84965-19197-MM,Container Store (The)
11930-34300-BJ,Northern Trust Corporation
27818-47408-MM,Silvercrest Asset Management Group Inc.
75726-16655-HE,Carola
8102-18529-BB,Nuveen Municipal High Income Opportunity Fund
48367-43239-IK,"Avenue Therapeutics, Inc."
67749-68158-NI,Silvercrest Asset Management Group Inc.
82332-64476-IE,Double Eagle Acquisition Corp.
65006-4886-MG,"TC PipeLines, LP"
87449-64810-LN,Entegra Financial Corp.
58743-35263-NK,"Ocular Therapeutix, Inc."
50202-23593-LJ,"Under Armour, Inc."
15561-15748-JH,CMP - Los Colorados
16796-47677-HK,Suncor EnergyInc.
77262-29076-KM,Data Processing
63546-19008-FB,Radomiro Tomic
27623-78607-BD,CMP - Boquerón Chañar
48703-41019-OO,Cosayach - Negreiros
28208-99220-FD,Gilat Satellite Networks Ltd.
87609-75680-LJ,Can Can
31690-84018-GA,Diana Shipping inc.
40368-45617-EJ,American Homes 4 Rent
97745-95597-AL,RenaissanceRe Holdings Ltd.
93535-34998-FH,SQM - Yumbes
98619-34288-HA,CMP - El Laco
30370-22263-MI,"Impax Laboratories, Inc."
59398-57198-IA,Enel Generacion Chile S.A.
61086-21483-KF,Double Eagle Acquisition Corp.
99118-56273-AI,Crawford & Company
27345-91125-NH,China Mobile (Hong Kong) Ltd.
95762-75740-FJ,ACF - Lagunas
96063-71336-OE,Lomas Bayas
45128-73509-BG,Limoneira Co
55025-33273-JD,"Franklin Financial Network, Inc."
50002-42309-HH,"Recon Technology, Ltd."
54354-44540-KG,"Ocular Therapeutix, Inc."
75504-31548-BM,E.I. du Pont de Nemours and Company
57983-25906-NH,Cerro Colorado
30083-25910-BJ,Fidus Investment Corporation
23231-26772-HK,CMP - Romeral
84249-52881-DM,"CenterPoint Energy, Inc."
28064-61898-KL,Cosayach - Negreiros
46384-68743-FB,Radomiro Tomic
53719-11209-AH,Esterline Technologies Corporation
97730-36257-FK,Forum Merger Corporation
14330-17910-JB,Can Can
9053-6602-AL,E*TRADE Financial Corporation
55817-59208-BG,Anheuser-Busch Inbev SA
94158-41478-BF,"Waste Management, Inc."
62976-48743-EA,"CenterPoint Energy, Inc."
26264-94455-GH,Kraton Corporation
60752-8847-IF,"Impax Laboratories, Inc."
62601-94479-IF,Dollar General Corporation
9710-72275-NE,Victoria
1917-15035-GE,Celgene Corporation
94429-45371-AO,Dos Amigos
23207-64775-DO,"Nutanix, Inc."
88465-54355-AH,Coirón
49937-75027-ML,Schwager
53649-93417-BG,Texas Pacific Land Trust
58751-22177-IM,Collahuasi
66059-98630-AK,"PDF Solutions, Inc."
12702-52325-BL,"Pepsico, Inc."
12165-98481-HG,Imax Corporation
35897-49726-NE,JM Global Holding Company
29032-91140-KN,SQM Salar
78065-43505-JF,"Everspin Technologies, Inc."
99077-73503-EE,"Sierra Oncology, Inc."
72254-19439-BI,PTC Inc.
69020-17483-IO,Talcuna
28431-63265-DN,Gilat Satellite Networks Ltd.
74964-30530-GK,U.S. Energy Corp.
93771-63869-AG,Yelp Inc.
45920-66234-BN,TICC Capital Corp.
45587-72665-AB,STMicroelectronics N.V.
61168-52203-NA,DRDGOLD Limited
83038-70598-OE,AmerisourceBergen Corporation (Holding Co)
23616-26024-DH,"Cogentix Medical, Inc."
2708-33876-LA,Dorado
62128-44534-LG,"H&R Block, Inc."
14971-81049-HA,Fidus Investment Corporation
72243-94610-HH,"Avon Products, Inc."
1558-12439-GB,Caserones
99735-40843-FM,Crawford & Company
96332-36143-BL,"Universal Stainless & Alloy Products, Inc."
47699-17465-BI,Carvana Co.
71229-87187-FG,Cambrex Corporation
18149-38441-LB,Mackinac Financial Corporation
12342-41373-DB,Pullalli
13657-21143-NJ,"Nustar GP Holdings, LLC"
3044-60862-FN,China Cord Blood Corporation
69751-48722-DN,Bright Scholar Education Holdings Limited
89004-70710-JF,Guaranty Bancorp
60697-32073-NB,ACF - Lagunas
61878-99080-HB,Lambert
72567-68835-BK,Pampa Camarones
81662-54042-BB,iPath US Treasury Long Bond Bear ETN
81385-61736-FG,AGCO Corporation
84557-25263-ND,Lions Gate Entertainment Corporation
60261-49460-HF,Iván
89415-99167-HL,BRF S.A.
20489-64092-IB,"Fiserv, Inc."
32821-92838-AO,Del Fierro
45181-98790-BK,China Cord Blood Corporation
59962-38036-OL,María Elisa
97406-5539-IB,"LTC Properties, Inc."
21732-52195-DD,El Abra
1560-51811-HD,SAP SE
73961-4067-OH,Nuveen Connecticut Quality Municipal Income Fund
64785-37453-DB,"Ulta Beauty, Inc."
52269-40129-IF,Alliance National Municipal Income Fund Inc
30477-87376-BL,Envision Healthcare Corporation
29094-14103-OH,"Hub Group, Inc."
9563-94176-MI,Las Luces
94850-99703-DA,L.B. Foster Company
60627-88101-DB,Suncor EnergyInc.
16273-88261-HD,United States Cellular Corporation
74234-85655-BD,"Kura Oncology, Inc."
1895-71946-KJ,Cosayach - Negreiros
84530-65078-KE,Andacollo Oro
8147-87292-AN,China Mobile (Hong Kong) Ltd.
85075-1113-BD,"Recon Technology, Ltd."
42229-88313-GL,"Everspin Technologies, Inc."
45572-69048-GE,Don Alberto
46574-30336-OA,"Diamond Hill Investment Group, Inc."
76181-45650-OB,"Hurco Companies, Inc."
41766-6101-OA,"German American Bancorp, Inc."
30424-30173-HD,Sierra Miranda
41926-36202-AN,Fidus Investment Corporation
58967-62694-BI,Dynatronics Corporation
12788-49117-LN,Gilat Satellite Networks Ltd.
11695-10077-AI,"Kayne Anderson Energy Total Return Fund, Inc."
4512-49689-BB,Nabriva Therapeutics AG
21033-4291-JK,"Meridian Waste Solutions, Inc"
13791-15512-MA,Nuveen Municipal High Income Opportunity Fund
8510-14926-BE,"SeaChange International, Inc."
51364-82613-LG,Cambrex Corporation
87711-66060-BM,Suncor EnergyInc.
90238-93949-EB,Pure Cycle Corporation
19880-13206-ME,Jerónimo
65013-95540-IN,Alliance National Municipal Income Fund Inc
82810-92864-LI,PowerShares Nasdaq Internet Portfolio
48539-18600-BL,ACF - Lagunas
55777-46033-AE,Ceragon Networks Ltd.
42504-29226-MB,Lions Gate Entertainment Corporation
16556-51704-KO,Cerro Colorado
57689-82293-FN,Comcast Corporation
86557-48333-OF,Nabriva Therapeutics AG
25643-93619-OL,Silicon Motion Technology Corporation
9024-48562-HE,"Mirna Therapeutics, Inc."
39943-53154-BH,"Nustar GP Holdings, LLC"
11734-54643-LJ,Clifton Bancorp Inc.
68102-22348-IE,"Clear Channel Outdoor Holdings, Inc."
63977-29670-OG,Park-Ohio Holdings Corp.
25275-42742-OA,"Dynex Capital, Inc."
38486-36538-OE,"Entergy Louisiana, Inc."
57232-23403-MG,First Trust Senior Loan Fund ETF
66920-74963-OA,"Impax Laboratories, Inc."
22196-47473-KI,Silvercrest Asset Management Group Inc.
3806-1332-FO,Pampa Camarones
99640-75278-DJ,Pirquitas
89160-49495-LF,Manantial
5097-5617-HJ,SQM - Mapocho
66571-99374-AL,United Insurance Holdings Corp.
7110-28141-KN,Collahuasi
9781-13107-HF,VictoryShares US 500 Enhanced Volatility Wtd ETF
57203-97295-HA,AbbVie Inc.
91191-10362-JL,First Trust Emerging Markets Small Cap AlphaDEX Fund
520-7167-LK,Dynatronics Corporation
7829-27124-NN,"Nustar GP Holdings, LLC"
58827-60226-EB,PTC Inc.
80070-31920-KA,"NextEra Energy, Inc."
82847-1902-IO,Pampa Camarones
95485-67607-FB,La Picarda
73011-77326-GB,Punta de Lobos - Kanita
56271-82177-IJ,Arenal
39031-60520-ME,Great Plains Energy Inc
39325-59748-LH,Quiborax
4760-99321-MA,Tata Motors Ltd
4709-4408-EE,Park-Ohio Holdings Corp.
72967-64588-EJ,El Teniente
72479-69910-EJ,"UMH Properties, Inc."
69479-82247-ML,Lenga
39520-52294-BO,Zaldívar
97167-12481-LM,Faride
32358-41526-AD,Algorta
67623-21040-BB,CVS Health Corporation
6507-63403-NJ,First Trust Emerging Markets Small Cap AlphaDEX Fund
83005-98289-GJ,Intracampos
12521-92621-OD,Cosayach - Soledad
42000-78827-FA,Urstadt Biddle Properties Inc.
55818-39168-JO,Refugio
80301-55358-NI,PIMCO Dynamic Credit and Mortgage Income Fund
63311-61831-BB,Suncor EnergyInc.
20311-5210-DA,Costamare Inc.
145-23783-HA,Cosayach - Negreiros
16539-3349-HF,"ILG, Inc"
31290-41787-BH,III de Atacama Kozan
22398-13864-GL,R.R. Donnelley & Sons Company
64145-48507-NL,"LTC Properties, Inc."
26539-53164-OK,PowerShares Golden Dragon China Portfolio
40163-31364-FF,"Littelfuse, Inc."
72917-21063-IO,Cosayach - Cala Cala
42973-84371-IG,Don Alberto
79976-73653-JN,Silvercrest Asset Management Group Inc.
86991-10571-EI,Eaton Vance Corporation
56303-59422-ND,Andacollo Cobre
49114-33508-IK,"Financial Engines, Inc."
87745-20996-DF,Dollar General Corporation
73694-73122-GF,"ILG, Inc"
42617-60244-AJ,"Rush Enterprises, Inc."
33590-95924-OI,Kite Realty Group Trust
89102-76219-KN,Eaton Vance Corporation
96587-39436-LN,Pucobre
97583-99803-KA,Container Store (The)
67996-99982-HI,Altamira
87966-15134-MB,"The Chefs' Warehouse, Inc."
11967-74420-ML,Mantos Blancos
31772-98868-JB,"Taiwan Fund, Inc. (The)"
48339-26054-GF,CMP - Boquerón Chañar
29334-61497-GK,Arch Capital Group Ltd.
28305-19380-FO,Cosayach - Cala Cala
5888-27222-BF,NVIDIA Corporation
74986-61854-KO,Tres Valles
77085-71506-IM,"AMC Entertainment Holdings, Inc."
30062-32052-GI,"LTC Properties, Inc."
1241-37205-JB,Peapack-Gladstone Financial Corporation
60251-13326-BD,"The Travelers Companies, Inc."
76230-51865-BN,CVS Health Corporation
48001-66852-FG,CMP - Cerro Negro Norte
93688-11814-BL,"Midland States Bancorp, Inc."
94160-65219-OG,Toll Brothers Inc.
16207-14484-DE,TICC Capital Corp.
3800-55412-LM,Carvana Co.
89585-50700-HM,Lomas Bayas
26342-74294-LL,Jazz Pharmaceuticals plc
72653-76974-MJ,Celite - Tana
49525-66132-MM,Arch Capital Group Ltd.
87461-92865-BO,Colico Sur
94172-86123-OH,PTC Inc.
54773-38255-LK,Zion Oil & Gas Inc
6138-45663-AO,United States Cellular Corporation
15319-33581-FK,"German American Bancorp, Inc."
95380-65680-ML,"Ashford Hospitality Prime, Inc."
55720-66648-HB,El Volcán
75506-56871-JN,"Evolving Systems, Inc."
70988-80242-FL,Quebrada Blanca
50918-90116-MI,"Portola Pharmaceuticals, Inc."
89030-97858-IN,"Evolving Systems, Inc."
46893-83418-NK,Eaton Vance Corporation
50195-72059-BM,Galectin Therapeutics Inc.
30116-14573-AD,"TC PipeLines, LP"
68973-24976-AA,"Impax Laboratories, Inc."
217-93611-OM,Pinatolca
79067-31748-BD,ACF - Lagunas
40688-91568-EE,Pullalli
94056-82159-GN,CMP - Boquerón Chañar
81789-59946-GE,"HCA Healthcare, Inc."
15553-64648-OI,Las Piedras
39038-29527-EO,"National American University Holdings, Inc."
47883-10873-BF,E*TRADE Financial Corporation
9311-80054-MG,Antucoya
90658-41442-JB,PowerShares BuyBack Achievers Portfolio
40392-49592-NF,Sierra Gorda
73653-62813-AM,La Picarda
84706-35385-HK,Limoneira Co
97592-99617-MO,"Littelfuse, Inc."
46965-88694-BM,Kraton Corporation
40543-502-LM,CMP - Algarrobo
44417-8616-KH,Pirquitas
22820-53905-ND,San Gerónimo
46301-37448-HI,ENGlobal Corporation
28089-22722-EB,Global Partner Acquisition Corp.
391-69306-DM,Westpac Banking Corporation
18976-22984-BA,Franke
29648-58080-IM,KT Corporation
64479-34596-HK,"Cyclacel Pharmaceuticals, Inc."
16991-81415-JO,PTC Inc.
49442-57536-FL,SQM - Yumbes
59090-50693-JE,R.R. Donnelley & Sons Company
24568-87162-KI,Celite - Tilviche
93376-65957-IM,Coirón
37127-10148-BK,STMicroelectronics N.V.
60399-89818-OH,Corporate Asset Backed Corp CABCO
8633-467-BD,Enel Generacion Chile S.A.
78797-40125-IE,"Everspin Technologies, Inc."
86496-88569-LJ,"Biocept, Inc."
58887-43727-FG,Pullalli
8071-52034-KI,Tuina
28833-79414-HB,Inseego Corp.
55871-55983-EH,Los Bronces
71361-31577-NI,"Recon Technology, Ltd."
63296-72020-JB,West Corporation
15470-80744-EM,JM Global Holding Company
42588-88534-AB,Celgene Corporation
18443-54064-FG,Inacesa - El Way
51900-62773-KF,Delta
34944-69277-EK,"Waste Management, Inc."
86877-36593-GL,"CatchMark Timber Trust, Inc."
48083-85912-NI,DRDGOLD Limited
42285-11125-MD,"Sierra Oncology, Inc."
78764-4166-LL,María Elisa
95247-62447-JH,"Ocular Therapeutix, Inc."
30622-25540-KH,Haldeman - Sagasca
11063-46931-LL,Nuveen Municipal High Income Opportunity Fund
94617-31038-BB,"China Lodging Group, Limited"
25494-66992-BB,Zaldívar
53420-69984-OI,Refugio
25145-96499-OF,AdvisorShares Market Adaptive Unconstrained Income ETF
82349-40017-HB,"Delcath Systems, Inc."
24789-67758-ME,Chimberos
65327-55684-ND,"TC PipeLines, LP"
86680-89886-BB,Walter Investment Management Corp.
76039-28254-BM,La Coipa
35779-47604-OB,VictoryShares US 500 Enhanced Volatility Wtd ETF
51502-55134-OE,Kite Realty Group Trust
804-16181-JB,"Meridian Waste Solutions, Inc"
65712-14821-EK,Old Republic International Corporation
45286-81740-NH,Andacollo Cobre
41888-28024-MG,Cerro Colorado
36067-3859-MF,Quebrada Blanca
8495-50018-EO,El Abra
21519-85099-IB,Mantos Blancos
78719-14307-GL,El Volcán
7080-74782-NG,"Ocular Therapeutix, Inc."
68073-84351-II,DRDGOLD Limited
8696-41206-IN,"Western New England Bancorp, Inc."
95010-83185-ID,"Destination XL Group, Inc."
94217-79996-BJ,Dollar General Corporation
92119-50689-HK,Western Alliance Bancorporation
88637-46885-LB,"SolarEdge Technologies, Inc."
24792-57147-AL,"Evolving Systems, Inc."
71807-44618-MF,Nuveen Municipal High Income Opportunity Fund
65859-70365-MM,Anheuser-Busch Inbev SA
49032-59015-FK,"Hub Group, Inc."
63920-57437-JA,"XO Group, Inc."
24284-84393-LJ,Las Arenitas
39270-50138-AO,SL Green Realty Corporation
44612-18210-AM,Nuveen Energy MLP Total Return Fund
54140-56939-AK,Pucobre
37550-26013-JE,L.B. Foster Company
51605-82541-EF,NVIDIA Corporation
40080-7232-KD,"SolarEdge Technologies, Inc."
23923-39884-JF,Las Arenitas
53750-47204-FH,Michilla
14748-61791-BH,PowerShares KBW High Dividend Yield Financial Portfolio
89560-94803-DE,Quiborax
83786-7105-OG,STMicroelectronics N.V.
94752-31417-ID,"PDF Solutions, Inc."
24569-96128-IF,Cummins Inc.
23415-5709-FL,iShares 20+ Year Treasury Bond ETF
96322-56977-HO,Fertón
69736-73594-IF,Credit Acceptance Corporation
28911-82582-BA,Nuveen Floating Rate Income Fund
77677-77840-JB,Las Pataguas
94849-17403-OO,Antucoya
47233-34691-OD,Antucoya
61114-36325-EG,Andacollo Oro
579-43306-AG,Zaldívar
79906-40236-LG,ACF - Lagunas
99982-63860-ML,Bright Scholar Education Holdings Limited
13539-47942-KB,"Waste Management, Inc."
77562-81332-KN,Flor de Los Andes
35949-27765-NJ,CMP - Boquerón Chañar
96913-16221-LA,Lions Gate Entertainment Corporation
29065-14697-DG,First Trust Nasdaq Retail ETF
51545-38035-JL,The9 Limited
73355-96944-BD,Container Store (The)
8376-54308-ID,First Trust Emerging Markets Small Cap AlphaDEX Fund
75328-53676-MB,Pucobre
16791-73648-BK,Mantos de la Luna
47164-31209-DG,Esperanza
61679-59702-ML,PureFunds ETFx HealthTech ETF
46027-89500-NB,III de Atacama Kozan
95729-70372-FK,Toll Brothers Inc.
10061-79089-JB,Dollar General Corporation
70458-85263-HB,El Morro
70064-96093-GF,Las Arenitas
20161-73192-HL,Central Garden & Pet Company
97029-19084-OJ,Nuveen Michigan Quality Municipal Income Fund
67713-85225-FJ,iPath US Treasury Long Bond Bear ETN
5061-37676-AI,Cordillera - Tenardita
36662-53789-HH,Caupolicán
18708-65719-II,El Teniente
16699-24813-BM,Peabody Energy Corporation
43985-69052-KK,VictoryShares US 500 Enhanced Volatility Wtd ETF
40757-30742-NH,Nuveen Connecticut Quality Municipal Income Fund
78312-50660-JG,Azul S.A.
81425-85215-MH,Stamps.com Inc.
79958-76306-LB,Quiborax
71179-75602-KH,Sierra Miranda
54220-56968-NI,U.S. Energy Corp.
142-29932-MI,STMicroelectronics N.V.
64409-46513-KH,First Trust Emerging Markets Small Cap AlphaDEX Fund
27918-49603-OD,First Trust Nasdaq Retail ETF
7339-85632-BO,SQM - Pedro de Valdivia
6737-424-AB,EQT Corporation
75355-78647-IB,Dos Amigos
79995-16662-EM,Andes Travertine
85576-37419-DB,Merus Labs International Inc.
70391-20442-MK,Celite - Carol
69109-20418-OI,Stamps.com Inc.
7116-72707-JH,First Trust Emerging Markets Small Cap AlphaDEX Fund
70717-15937-JH,"Midland States Bancorp, Inc."
73199-23782-KA,Nuveen Municipal High Income Opportunity Fund
29287-87275-MM,Chuquicamata
55438-47799-EA,TICC Capital Corp.
86068-74303-HL,Gabriela Mistral
98823-17367-IB,Cummins Inc.
17780-76930-IH,"Cyclacel Pharmaceuticals, Inc."
61145-19017-NH,Nuveen Municipal High Income Opportunity Fund
46486-27331-AD,"Xenia Hotels & Resorts, Inc."
21005-2025-HH,iShares 20+ Year Treasury Bond ETF
62008-40709-BJ,Orbotech Ltd.
65717-29419-FE,"Vectrus, Inc."
56179-62118-DA,"Portola Pharmaceuticals, Inc."
90274-68229-HE,Merus Labs International Inc.
94047-76711-LL,Delta
25219-68095-IG,Forum Merger Corporation
73080-13139-KO,Zion Oil & Gas Inc
25422-99856-FB,"Hawkins, Inc."
76536-29586-AD,"Pepsico, Inc."
56651-20540-OK,Great Elm Capital Corp.
85625-20245-JB,3M Company
1141-40131-NA,Vina Concha Y Toro
79318-45230-IJ,Can Can
31259-96686-FK,JM Global Holding Company
78949-29218-FB,Arch Capital Group Ltd.
72510-5785-NB,"Avon Products, Inc."
47133-7314-FN,Janus Henderson Small Cap Growth Alpha ETF
47155-96518-EE,"LTC Properties, Inc."
69366-60969-EB,Can Can
18959-9868-NK,"FairPoint Communications, Inc."
75566-49233-BI,Talcuna
27507-14498-BJ,"Everspin Technologies, Inc."
18780-15222-HL,Unisys Corporation
70620-37165-II,Lambert
63934-34029-AJ,Entercom Communications Corporation
55833-34631-AD,PowerShares Nasdaq Internet Portfolio
54620-80776-GO,NVIDIA Corporation
61384-86721-GF,E*TRADE Financial Corporation
77637-30538-GF,"German American Bancorp, Inc."
96310-5952-KJ,"Ashford Hospitality Prime, Inc."
47311-60536-DK,Western Alliance Bancorporation
3488-53270-IK,Envision Healthcare Corporation
87450-15099-JL,Novanta Inc.
65321-20883-IH,CMP - Romeral
82542-77686-NN,"Cogentix Medical, Inc."
44829-50712-MA,Cabot Corporation
1856-75337-MN,Pirquitas
37387-97883-JK,La Marcelina
73966-13800-OG,CMP - Cerro Negro Norte
55154-91319-KN,"Universal Stainless & Alloy Products, Inc."
87444-66941-FF,"Edge Therapeutics, Inc."
37000-77108-KD,Ojos del Salado
96914-94610-ID,Delta
48350-90538-GL,"Mid-America Apartment Communities, Inc."
