mid,presupuesto (US$),fecha
12772,62634,11/03/1978
12773,297428,07/04/2003
12774,808359,14/07/1967
12775,947853,06/11/2016
12776,573900,04/07/2019
12777,205682,26/04/2018
12778,796729,30/03/2015
12779,475374,28/12/2002
12780,371077,11/11/1996
12781,128621,24/05/1960
12782,270528,20/04/2005
12783,81397,30/04/1982
12784,71395,09/07/2016
12785,309531,22/06/1994
12786,103575,29/01/2019
12787,802252,17/09/2007
12788,621752,17/05/2014
12789,852753,26/12/2010
12790,706732,19/04/2011
12791,650342,07/05/2013
12792,723685,30/01/2008
12793,942283,23/09/2000
12794,134839,20/10/2016
12795,957095,05/02/2001
12796,823835,20/12/1999
12797,137805,23/10/1972
12798,98949,01/06/2007
12799,255906,07/03/2000
12800,706973,24/05/1997
12801,936833,27/02/2003
12802,310479,10/02/2016
12803,975686,28/08/2017
12804,569710,02/03/2019
12805,606467,22/01/2016
12806,436385,27/07/1958
12807,91503,28/09/1997
12808,570835,12/08/1967
12809,638988,05/12/1996
12810,164412,03/12/2006
12811,755378,21/11/1984
12812,723236,01/02/2012
12813,386035,18/08/2010
12814,625179,01/03/1966
12815,62622,24/01/1991
12816,969971,01/07/1976
12817,501724,05/04/1965
12818,915617,24/12/2001
12819,271923,30/06/2019
12820,89279,14/02/2018
12821,288337,27/11/1978
12822,321521,25/02/2015
12823,368686,17/06/2015
12824,308216,08/01/2017
12825,866759,13/11/2010
12826,959940,23/01/1997
12827,499305,15/05/2015
12828,327793,16/06/2001
12829,654002,22/04/2013
12830,430358,19/08/2003
12831,316293,25/11/2016
12832,694540,30/10/2004
12833,942713,17/03/2017
12834,692526,19/01/2000
12835,30888,05/08/2005
12836,69211,24/12/2001
12837,678277,27/03/1977
12838,774883,04/06/2014
12839,121668,28/03/2006
12840,933964,18/05/1999
12841,515897,16/02/2019
12842,473479,29/10/1999
12843,825561,27/04/2007
12844,172742,04/09/1987
12845,996298,19/12/2012
12846,961726,14/02/2010
12847,222860,17/01/1979
12848,205755,25/03/2010
12849,395615,20/04/2018
12850,232584,29/07/2018
12851,782357,27/11/1991
12852,262794,20/07/2011
12853,958430,20/06/1993
12854,796786,25/06/1994
12855,923966,29/03/1956
12856,974107,28/11/1986
12857,256264,24/05/1976
12858,921709,23/05/1986
12859,234906,21/08/2018
12860,747537,18/08/1986
12861,189159,23/05/2013
12862,767463,20/06/2012
12863,549707,04/11/2005
12864,682719,31/12/1992
12865,888351,02/07/2000
12866,615451,01/02/1979
12867,391945,01/02/2018
12868,581281,09/08/2007
12869,429547,03/07/1973
12870,380162,26/08/2019
12871,704720,22/04/1990
12872,679729,22/09/1985
12873,271937,17/01/2016
12874,996252,20/08/2011
12875,935412,28/06/1987
12876,60335,08/07/1957
12877,391945,20/07/2014
12878,189499,14/12/1994
12879,845856,16/06/1982
12880,308765,23/08/1996
12881,603256,25/12/2012
12882,658332,21/12/1986
12883,986521,12/03/2010
12884,480164,03/05/1993
12885,18665,18/04/2019
12886,843184,07/03/2007
12887,328165,21/11/1984
12888,313680,10/03/1998
12889,882841,27/04/2012
12890,773393,23/04/2015
12891,565115,29/01/1987
12892,847304,09/03/2016
12893,320125,03/04/2000
12894,667847,07/04/2007
12895,318157,22/01/2006
12896,378769,11/10/1989
12897,877756,17/12/2006
12898,703479,04/06/2008
12899,905889,27/06/2010
12900,815007,01/03/2018
12901,812712,18/06/1985
12902,646456,02/12/1987
12903,772804,15/02/2012
12904,800363,10/01/2005
12905,690191,22/10/2014
12906,453508,12/12/2010
12907,692055,03/08/2007
12908,229099,10/12/2015
12909,169711,07/04/2006
12910,937367,01/06/2002
12911,144791,15/01/2017
12912,744481,24/07/2018
12913,934493,09/08/1966
12914,353560,10/11/2008
12915,183348,23/04/2017
12916,940536,20/04/2008
12917,814742,14/08/2014
12918,45674,20/10/2014
12919,642476,06/07/1969
12920,358356,23/04/2012
12921,34365,23/10/2017
12922,17380,17/07/2012
12923,356796,29/01/2018
12924,183573,16/09/2006
12925,208392,08/12/1994
12926,525218,29/11/2002
12927,704689,26/10/2016
12928,754040,01/09/2018
12929,963026,23/08/2018
12930,778820,08/04/1965
12931,447104,29/09/2018
12932,296050,11/06/2018
12933,725151,21/08/2017
12934,638173,26/03/2019
12935,922355,14/02/2019
12936,374724,28/11/2014
12937,779461,09/08/2019
12938,697400,27/06/2018
12939,713951,30/01/2014
12940,854425,01/08/1992
12941,258988,22/04/1999
12942,317218,23/11/1987
12943,15726,12/08/2011
12944,120309,25/08/2015
12945,118712,01/07/2012
12946,719315,08/01/2016
12947,277823,06/02/2013
12948,162180,14/08/2015
12949,589018,04/05/2016
12950,946530,16/02/2003
12951,265797,12/02/2017
12952,477227,30/04/2015
12953,468240,03/03/2007
12954,994211,11/09/2016
12955,275044,12/03/1966
12956,612011,09/05/2005
12957,841835,12/08/1975
12958,123134,18/11/1965
12959,616291,16/05/2013
12960,395508,03/07/1985
12961,558070,16/02/1991
12962,134383,14/04/1997
12963,347799,12/03/2014
12964,768549,22/02/2015
12965,230797,12/01/2019
12966,466301,29/07/1976
12967,871519,10/01/1994
12968,766673,21/04/2019
12969,466113,16/07/1993
12970,302528,21/04/2015
12971,909852,31/12/1998
12972,460337,03/03/1986
12973,241597,10/10/1997
12974,56156,23/04/2007
12975,569802,05/12/2018
12976,802201,04/08/2014
12977,189213,19/05/2019
12978,728911,23/09/1987
12979,230964,12/03/1998
12980,48410,11/10/2007
12981,502202,22/04/2010
12982,915997,24/12/1982
12983,885740,30/01/1999
12984,260070,04/03/2015
12985,195030,23/09/1996
12986,227401,08/06/1974
12987,76901,09/08/1981
12988,163625,26/05/1986
12989,893729,12/11/2014
12990,557095,06/05/1963
12991,137867,14/09/2014
12992,87350,18/07/2003
12993,885674,13/04/1993
12994,17990,21/07/1994
12995,596015,18/02/2019
12996,802384,13/05/2014
12997,689021,11/11/2018
12998,999319,31/08/2015
12999,917197,12/11/2012
13000,39951,05/08/2011
13001,97561,27/08/2018
13002,849496,19/10/2018
13003,409890,21/03/2001
13004,607656,17/08/1993
13005,308278,21/10/1974
13006,578062,22/06/2007
13007,974046,01/04/2018
13008,496582,07/04/2004
13009,755339,10/09/2008
13010,259526,07/01/1974
13011,685545,10/09/2010
13012,667258,07/10/1991
13013,75541,08/12/2018
13014,394133,19/08/2009
13015,158425,03/06/2014
13016,89913,04/06/2006
13017,613162,01/12/1982
13018,814208,20/08/1982
13019,330828,19/02/1983
13020,709593,22/09/2015
13021,835347,24/08/1983
13022,488186,20/09/2005
13023,790026,04/03/1999
13024,771961,29/08/1990
13025,122801,26/02/2012
13026,511642,25/01/2011
13027,535811,15/06/2011
13028,66341,26/03/2016
13029,397250,09/07/1998
13030,632557,28/04/2015
13031,220461,19/11/1982
13032,39032,12/07/2011
13033,679997,03/10/2017
13034,927024,26/02/1998
13035,347219,14/04/1996
13036,602950,11/09/2018
13037,833519,11/02/2016
13038,495287,26/09/1993
13039,258678,19/10/1998
13040,761338,30/01/1996
13041,381759,02/07/2006
13042,616917,10/11/2005
13043,459763,09/09/2011
13044,701785,03/08/2006
13045,455645,25/08/2016
13046,887880,31/01/1988
13047,623644,26/03/2002
13048,126145,19/12/2016
13049,57544,21/12/2010
13050,60033,02/11/2018
13051,112013,08/09/1973
13052,463586,09/07/1967
13053,403178,17/12/2004
13054,809977,19/09/2002
13055,607669,31/08/2018
13056,589174,17/06/2015
13057,502274,31/05/2010
13058,470660,01/01/2016
13059,499202,17/04/2018
13060,436599,17/08/2019
13061,76850,26/01/1988
13062,841873,25/03/2005
13063,740144,07/07/1994
13064,953755,29/03/1996
13065,828713,06/12/1975
13066,532579,28/04/2015
13067,16341,24/07/2016
13068,349345,27/11/1977
13069,48547,09/12/1975
13070,888705,11/06/2013
13071,359508,18/04/2018
13072,560750,26/03/2014
13073,37888,25/04/2011
13074,221507,13/08/2013
13075,645076,07/12/1978
13076,921332,08/09/1990
13077,374184,12/05/1983
13078,536837,10/12/1987
13079,255319,16/06/2019
13080,490318,04/12/1970
13081,498249,01/06/2018
13082,886283,24/12/2008
13083,145871,15/08/1990
13084,703527,15/04/2003
13085,478620,19/11/2018
13086,354404,10/03/1987
13087,855146,29/08/1988
13088,868122,22/02/2007
13089,954260,07/05/1998
13090,851342,13/01/1992
13091,780541,25/08/2011
13092,593021,06/05/2004
13093,992621,29/11/2003
13094,827549,25/09/2003
13095,211235,06/07/2009
13096,657488,28/04/1996
13097,39916,19/09/2010
13098,101967,25/03/2014
13099,564855,29/07/2006
13100,834011,27/05/1975
13101,422109,25/07/2019
13102,542809,09/03/1998
13103,775995,29/10/2018
13104,772213,15/01/1992
13105,158312,18/10/1978
13106,531403,25/11/1979
13107,93233,20/03/2015
13108,459811,31/08/2000
13109,611478,25/10/2006
13110,536089,18/10/1962
13111,276212,27/06/2001
13112,415846,01/05/2007
13113,943172,28/08/2014
13114,994460,24/01/2003
13115,603772,01/07/2014
13116,960674,18/05/1957
13117,196192,13/03/2018
13118,816606,29/09/2017
13119,632827,03/05/1991
13120,474266,11/10/2004
13121,829228,18/01/2007
13122,264426,19/06/1991
13123,332866,20/02/1963
13124,691464,11/08/1994
13125,562948,07/03/2019
13126,577751,05/08/2017
13127,204078,01/10/1999
13128,173063,18/08/2017
13129,175457,29/05/2011
13130,864470,13/02/2011
13131,85687,01/11/1985
13132,918993,09/06/2005
13133,726708,14/12/2018
13134,892750,21/11/1997
13135,758536,16/11/2017
13136,586021,05/08/1998
13137,649944,30/01/2001
13138,652065,22/02/1998
13139,825389,05/04/1981
13140,482633,30/10/2018
13141,806266,22/05/2007
13142,456945,14/07/2008
13143,949573,25/08/2003
13144,508099,27/03/2018
13145,573685,25/09/2004
13146,499694,07/10/1999
13147,228518,12/09/2012
13148,443790,16/10/1981
13149,769424,27/02/1989
13150,977499,29/03/2013
13151,900491,23/09/2006
13152,442289,16/10/1988
13153,186220,01/03/2017
13154,927251,08/11/2010
13155,373975,07/04/1981
13156,980763,15/05/1969
13157,664614,02/08/2019
13158,738516,26/09/1988
13159,979549,01/06/2017
13160,636169,30/04/1997
13161,701256,20/04/2005
13162,821783,21/03/2006
13163,958375,24/01/1998
13164,949236,13/01/1972
13165,172862,10/08/1983
13166,260547,10/10/2002
13167,165603,30/06/1998
13168,667229,19/12/2013
13169,814782,22/12/2007
13170,944806,28/08/1985
13171,887874,10/05/1997
13172,451693,28/04/2011
13173,714711,18/08/2018
13174,937340,15/03/1992
13175,592879,05/07/2019
13176,721835,14/04/2019
13177,775472,13/11/1982
13178,196607,08/06/2005
13179,418938,08/05/2011
13180,55583,04/08/1995
13181,364526,08/06/2007
13182,268228,20/05/2019
13183,626463,03/02/1995
13184,195033,06/05/2000
13185,63492,17/04/2002
13186,577114,14/04/2011
13187,638487,22/05/2016
13188,396562,08/02/1986
13189,978360,25/06/1991
13190,789776,04/06/1987
13191,957286,20/06/1997
13192,651961,23/10/1990
13193,665935,01/07/2009
13194,46978,24/03/2001
13195,20417,06/06/1973
13196,973599,04/04/1998
13197,907112,09/11/2018
13198,653310,16/11/2003
13199,934318,12/04/1992
13200,772822,09/10/1963
13201,703161,18/02/2004
13202,815460,06/11/1991
13203,365346,05/09/1993
13204,472679,19/04/2016
13205,226075,05/05/2008
13206,192117,20/10/2018
13207,479617,02/09/2011
13208,713453,06/01/2000
13209,603755,30/05/2006
13210,807045,11/06/1985
13211,748470,17/03/1967
13212,277709,17/11/2008
13213,928122,28/06/2005
13214,146722,30/04/2008
13215,966005,27/03/2001
13216,942732,22/08/2001
13217,620819,22/10/2003
13218,343355,03/05/2014
13219,470858,22/12/2017
13220,522267,03/08/1996
13221,248071,23/06/1986
13222,732089,23/09/1984
13223,25254,15/07/1994
13224,747473,01/10/1988
13225,357335,26/06/2009
13226,673491,08/06/2018
13227,903216,26/09/2012
13228,597141,11/10/2015
13229,36856,18/05/2014
13230,894927,30/07/2003
13231,771683,30/04/1960
13232,963926,18/06/1992
13233,686102,06/11/2005
13234,522939,21/01/2016
13235,754429,21/08/2017
13236,54788,07/04/2019
13237,316734,22/07/2019
13238,649317,21/04/1994
13239,231953,28/06/2017
13240,937197,22/02/2019
13241,989597,08/12/2010
13242,936297,17/07/1982
13243,503850,25/02/2002
13244,101179,03/01/1991
13245,488340,04/01/1963
13246,969258,01/08/2002
13247,248177,12/07/1989
13248,367841,14/01/2015
13249,322183,15/10/1977
13250,309048,18/09/1973
13251,937425,05/01/1998
13252,312145,27/05/2002
13253,565711,01/07/2018
13254,66590,14/11/2017
13255,540854,18/02/1975
13256,875360,09/06/1992
13257,704256,08/05/2000
13258,249932,06/01/1975
13259,471379,15/09/1991
13260,234946,19/07/2011
13261,920770,28/09/2005
13262,807386,11/08/2007
13263,763956,11/04/2004
13264,71219,07/07/1987
13265,909379,01/10/2008
13266,525032,18/06/1997
13267,525985,21/03/2018
13268,976468,07/12/1967
13269,946894,20/03/1984
13270,731007,03/10/1987
13271,952392,14/11/2015
13272,472303,05/10/2009
13273,946772,19/02/2018
13274,239830,20/07/2017
13275,969936,22/06/2019
13276,926609,08/02/2019
13277,140002,28/04/2014
13278,213194,25/09/2012
13279,42561,05/12/2010
13280,304187,18/09/1987
13281,766677,30/01/2009
13282,50629,16/01/1982
13283,393302,13/02/2002
13284,810595,09/10/2003
13285,70665,01/01/2013
13286,269857,09/04/1967
13287,986883,13/03/2009
13288,63339,27/11/2015
13289,319614,18/06/2019
13290,792830,22/06/2008
13291,911841,26/05/1970
13292,104870,30/12/1979
13293,91781,03/09/2005
13294,460303,06/03/2019
13295,950868,08/06/2005
13296,215111,11/11/1978
13297,721312,23/04/2015
13298,264790,12/09/2013
13299,188686,31/10/2004
13300,570564,25/04/2018
13301,995090,19/10/2008
13302,629155,30/07/2001
13303,881501,24/01/2018
13304,331884,17/05/2001
13305,784764,29/09/2010
13306,524169,04/08/2008
13307,8439,06/05/2016
13308,261442,03/04/2008
13309,246910,02/11/1978
13310,969091,04/01/1984
13311,339480,18/10/2014
13312,771409,09/11/1990
13313,87739,11/03/2014
13314,895704,27/10/2010
13315,74001,01/01/2014
13316,386082,05/11/2018
13317,973207,10/09/2011
13318,916513,05/11/2015
13319,941739,07/05/1985
13320,100318,20/04/2006
13321,937184,14/06/1964
13322,727964,11/07/1979
13323,407918,24/02/1977
13324,542769,24/03/2013
13325,174598,15/12/2000
13326,411254,20/03/2016
13327,526739,06/04/2002
13328,988846,04/06/2017
13329,991634,01/04/1990
13330,735442,25/12/1986
13331,157457,20/10/1964
13332,299947,08/08/2006
13333,4289,27/01/2010
13334,225136,06/10/1973
13335,204855,25/08/1998
13336,843834,30/12/1972
13337,697789,31/01/2009
13338,503604,10/05/1996
13339,374579,30/01/2018
13340,574236,13/04/2017
13341,412482,17/09/2015
13342,155647,28/01/1990
13343,525719,23/12/2006
13344,177198,27/08/2019
13345,594362,23/08/2015
13346,42414,14/11/2008
13347,536790,06/04/1995
13348,313023,02/08/2010
13349,547904,09/04/2016
13350,586997,26/06/1986
13351,325032,29/10/2006
13352,168212,09/12/2002
13353,57839,13/02/2008
13354,718581,17/09/1989
13355,932230,28/11/1994
13356,361667,23/10/2017
13357,10168,21/06/2009
13358,275738,24/01/2006
13359,767154,08/07/2011
13360,559884,05/12/2018
13361,464826,31/08/2018
13362,509903,23/10/2018
13363,661138,17/04/1967
13364,864722,08/12/1998
13365,176892,29/06/2014
13366,832470,07/04/2017
13367,91395,05/12/2018
13368,847585,30/03/1975
13369,957544,13/12/1966
13370,756624,13/11/1993
13371,227311,24/02/1968
13372,791574,10/06/2018
13373,607352,29/01/1999
13374,339684,13/04/1994
13375,794128,10/02/2010
13376,713800,03/12/1966
13377,353015,02/10/1975
13378,937640,18/09/2018
13379,509894,15/08/2015
13380,831904,06/07/1983
13381,969829,18/09/2012
13382,586768,13/01/2019
13383,269763,24/07/2010
13384,89743,15/04/1986
13385,634851,24/08/2018
13386,688497,20/10/1998
13387,841980,07/01/2017
13388,262288,31/03/2017
13389,167507,11/08/1965
13390,727702,25/04/1969
13391,844298,24/05/2017
13392,146721,24/12/1977
13393,477498,20/04/2019
13394,500785,09/04/1972
13395,943239,26/10/2009
13396,862308,26/11/1998
13397,246171,04/11/2015
13398,199309,11/09/2005
13399,89933,31/03/2012
13400,382837,25/10/2006
13401,703102,10/10/1997
13402,214334,29/05/2009
13403,510565,11/08/1997
13404,469428,26/06/1980
13405,41201,24/11/2004
13406,589351,04/03/2013
13407,94314,10/02/2016
13408,879056,24/02/2018
13409,425442,03/03/2012
13410,384702,30/10/2010
13411,196002,01/10/2015
13412,895421,30/12/2013
13413,966258,30/07/2004
13414,436265,04/03/1992
13415,493084,08/11/1972
13416,686883,29/05/1997
13417,573874,31/07/2012
13418,946964,25/06/2010
13419,559670,07/11/2008
13420,477651,11/11/2002
13421,200026,24/10/2004
13422,879821,25/04/1994
13423,950066,03/04/2008
13424,554002,27/02/2014
13425,404843,26/03/2016
13426,377169,06/01/2019
13427,918925,02/04/1990
13428,352390,28/05/1987
13429,931225,08/01/2005
13430,841287,12/05/2019
13431,8839,01/01/2004
13432,246208,06/04/1997
13433,741567,15/11/2012
13434,779889,18/02/1988
13435,291148,20/12/1998
13436,418453,02/07/2011
13437,273910,11/06/2014
13438,690727,03/10/2018
13439,800556,01/03/2006
13440,964294,24/11/2003
13441,23290,21/01/2012
13442,911112,14/07/2019
13443,570246,27/06/2010
13444,195388,07/06/2001
13445,436131,09/03/2011
13446,214324,09/06/1998
13447,665970,03/06/2005
13448,757344,12/07/2007
13449,953226,23/01/1974
13450,547645,10/07/2018
13451,610865,21/07/1993
13452,689571,02/12/1998
13453,772741,17/12/1993
13454,579944,18/06/2012
13455,696950,02/09/2016
13456,699173,04/01/2011
13457,47870,18/11/1966
13458,164509,22/08/2018
13459,314561,10/12/2014
13460,423510,15/04/2019
13461,586193,28/01/2019
13462,311119,28/08/1962
13463,970093,22/03/2011
13464,984915,14/05/2005
13465,501923,15/05/1989
13466,325570,08/11/2004
13467,591004,09/08/2005
13468,189974,16/10/1981
13469,968713,12/09/1983
13470,314135,22/02/1999
13471,809578,03/07/2009
13472,239708,08/04/2006
13473,775250,05/03/2004
13474,754987,01/02/1997
13475,705168,18/12/2018
13476,584578,20/03/1956
13477,264900,18/01/2001
13478,473157,27/01/2008
13479,9251,02/09/2009
13480,405369,23/03/2019
13481,628105,06/01/1971
13482,558895,14/07/2012
13483,778527,22/09/1963
13484,228238,10/10/1983
13485,478117,09/08/2015
13486,181836,14/02/1994
13487,793186,22/10/2001
13488,743131,11/11/2002
13489,173889,28/10/1990
13490,731539,29/05/1991
13491,649624,19/03/2009
13492,215825,26/12/2004
13493,488433,27/03/1980
13494,54845,06/07/2018
13495,8860,12/05/2013
13496,41341,22/01/2012
13497,745479,31/12/2005
13498,851473,28/07/2019
13499,427098,17/08/1979
13500,80768,04/09/1983
13501,256591,04/11/1969
13502,846298,18/12/1996
13503,602548,02/09/1975
13504,699927,15/09/1994
13505,105762,28/01/1999
13506,759938,03/05/1957
13507,937095,12/03/2009
13508,416191,07/02/2012
13509,368156,22/09/1978
13510,107829,25/05/2006
13511,808807,15/06/2019
13512,204646,17/01/2018
13513,20024,01/02/2010
13514,809321,30/10/2017
13515,90419,03/08/2016
13516,17796,04/02/2019
13517,731434,14/05/2009
13518,718297,11/08/2005
13519,872840,02/02/2009
13520,695843,27/01/2012
13521,310848,14/04/2006
13522,2158,19/06/1975
13523,49113,11/05/1985
13524,703642,02/04/1980
13525,308963,23/02/1982
13526,291453,03/08/2018
13527,582903,24/10/1966
13528,246611,16/07/2011
13529,978484,08/01/2019
13530,819703,30/04/2019
13531,576875,13/06/2010
13532,270635,01/07/1986
13533,550112,15/08/2010
13534,441709,29/03/1999
13535,610461,23/02/2019
13536,263097,14/12/2010
13537,673400,19/06/2019
13538,435309,09/12/2011
13539,855408,10/09/2003
13540,597720,24/07/2016
13541,727508,27/04/2004
13542,39692,31/08/2003
13543,929199,07/08/2011
13544,658408,12/08/2001
13545,461147,19/11/2012
13546,147403,06/07/1976
13547,905432,04/11/1955
13548,266844,12/08/2018
13549,352544,25/07/2016
13550,645994,03/12/2014
13551,847711,18/01/2007
13552,36922,01/11/2006
13553,777917,17/04/1994
13554,498233,21/07/1972
13555,481318,15/03/2002
13556,186954,26/04/2002
13557,428842,30/07/2010
13558,258115,29/09/1996
13559,658039,06/02/1962
13560,61954,04/02/1994
13561,496894,15/10/2009
13562,839790,25/05/2010
13563,730398,11/06/1992
13564,280187,16/06/2019
13565,349390,10/02/2018
13566,455212,05/11/2014
13567,519074,24/09/1993
13568,927119,29/01/1996
13569,499068,02/01/2011
13570,135284,14/09/1977
13571,512578,21/01/1988
13572,971918,05/03/1988
13573,681503,18/04/1984
13574,329275,16/05/2019
13575,24821,01/01/1965
13576,480731,21/01/1989
13577,751868,09/07/2018
13578,300973,13/02/2007
13579,50439,23/11/2017
13580,44863,30/07/1988
13581,244077,20/12/2011
13582,106544,08/11/2013
13583,631741,11/06/2017
13584,503739,22/09/2009
13585,634251,14/05/2007
13586,761397,09/03/1969
13587,361989,02/07/2016
13588,609834,15/11/1999
13589,906745,03/12/1996
13590,11084,01/03/1996
13591,178960,09/03/1985
13592,587769,10/02/1989
13593,570413,25/05/1991
13594,211095,10/03/1992
13595,129121,16/11/1989
13596,706807,12/04/2011
13597,104093,14/06/2007
13598,128357,18/03/2016
13599,473764,02/07/2018
13600,146862,28/12/2011
13601,824189,02/07/2018
13602,113064,04/04/2013
13603,995926,02/03/2007
13604,88468,08/07/1993
13605,291393,26/06/2007
13606,219677,05/08/1957
13607,896003,29/09/2016
13608,975101,07/11/1993
13609,78058,26/03/1963
13610,246569,23/03/2017
13611,44298,11/02/1963
13612,24890,29/11/2018
13613,633950,15/02/2004
13614,249619,20/04/2004
13615,642372,06/01/2005
13616,242339,08/12/2016
13617,806731,03/04/2008
13618,435177,17/03/2000
13619,189519,13/10/1989
13620,164415,23/12/2005
13621,547967,01/06/2008
13622,639540,02/07/1989
13623,588394,08/05/2003
13624,4851,29/06/2017
13625,15915,25/02/2013
13626,634071,18/11/1970
13627,840872,10/01/1983
13628,976419,03/10/1960
13629,793422,06/09/2014
13630,648367,03/07/2007
13631,672416,02/06/1978
13632,419389,09/06/2012
13633,386451,02/12/1999
13634,503305,17/12/2012
13635,81401,06/12/2016
13636,209774,08/06/1986
13637,752803,27/02/1989
13638,835962,06/05/2008
13639,882254,07/04/2012
13640,668134,05/09/2011
13641,396098,02/02/1999
13642,455511,04/08/1992
13643,843869,22/02/2016
13644,115438,18/05/1970
13645,352856,23/06/2008
13646,969732,08/05/2001
13647,412848,21/08/1962
13648,390369,06/08/1966
13649,233181,29/03/1977
13650,153841,08/02/2015
13651,603703,05/05/2019
13652,539144,06/01/1967
13653,335148,23/11/2007
13654,543214,27/01/1995
13655,943231,10/04/1974
13656,165736,17/09/2017
13657,737882,31/03/2016
13658,217481,09/07/2018
13659,699248,10/12/1991
13660,472505,18/05/1989
13661,11417,23/07/2016
13662,928486,02/09/2007
13663,151883,03/07/2017
13664,40809,16/09/1998
13665,315437,02/09/1987
13666,933724,02/03/1986
13667,371957,21/11/1957
13668,101675,14/08/2018
13669,956786,12/09/1979
13670,114023,11/06/2017
13671,996196,17/06/1984
13672,837248,06/12/1985
13673,434150,18/03/2010
13674,632807,16/08/1994
13675,16517,21/10/2017
13676,280222,29/08/2016
13677,385243,03/03/1986
13678,263471,28/11/2013
13679,505551,19/12/2011
13680,91014,02/09/1997
13681,457037,27/08/2004
13682,353401,08/03/2018
13683,90435,13/03/2001
13684,817453,15/02/1986
13685,676396,23/02/1989
13686,311344,22/11/2016
13687,248742,08/03/2010
13688,746547,27/01/1977
13689,87387,20/12/2013
13690,451011,11/09/2017
13691,697352,12/09/2014
13692,851103,07/12/2018
13693,71925,28/11/1995
13694,537270,19/01/2018
13695,272471,23/05/2019
13696,876237,10/06/1966
13697,785531,12/07/1995
13698,30904,29/10/2007
13699,505661,05/03/2014
13700,561873,28/06/1976
13701,862697,17/01/2016
13702,574697,07/10/1961
13703,546623,29/03/1966
13704,600421,25/11/1999
13705,863139,02/05/2005
13706,216495,17/09/1994
13707,35923,20/03/2013
13708,605465,02/07/2018
13709,176275,04/05/1999
13710,344091,27/02/2006
13711,946751,31/05/2000
13712,815562,31/10/1995
13713,645016,31/10/2001
13714,254747,19/11/1995
13715,417951,05/06/1994
13716,115614,18/11/1984
13717,786140,18/12/1996
13718,897596,09/07/2019
13719,478596,11/04/1997
13720,91202,22/10/1993
13721,448302,28/01/2005
13722,868184,11/02/2002
13723,303763,05/02/1977
13724,286892,10/02/1977
13725,970964,06/06/2017
13726,668835,15/06/2017
13727,738091,18/04/2005
13728,761717,03/12/1996
13729,127146,23/02/1991
13730,19205,30/08/1980
13731,215178,31/01/2017
13732,657439,25/07/2002
13733,708517,15/02/2013
13734,740891,21/08/2006
13735,407933,06/03/2018
13736,791614,16/09/2004
13737,687721,03/09/2014
13738,152963,19/12/2012
13739,700096,24/12/1970
13740,741870,30/05/1991
13741,852218,31/01/2019
13742,603702,12/11/1959
13743,579067,29/06/2002
13744,413001,05/03/2002
13745,949524,14/07/1996
13746,625713,05/02/1996
13747,984925,20/10/1972
13748,278986,06/05/1995
13749,195587,11/11/1979
13750,573411,04/08/2018
13751,953882,02/12/2004
13752,846732,21/10/1955
13753,887765,22/11/1981
13754,219627,28/11/2013
13755,124252,02/06/2013
13756,238208,22/08/2012
13757,63179,18/02/2018
13758,696791,17/05/1986
13759,863595,19/02/2011
13760,770736,01/05/2011
13761,968425,27/01/2014
13762,700941,13/01/2016
13763,722912,08/12/1981
13764,590165,12/01/2002
13765,618882,07/04/2019
13766,465849,03/09/1977
13767,625032,26/05/2008
13768,651969,14/11/1995
13769,366611,23/06/1976
13770,40253,30/09/1996
13771,58923,10/06/2018
13772,391210,27/03/2010
13773,671616,24/04/1984
13774,162771,02/11/1994
13775,185790,03/01/2009
13776,836141,21/08/2016
13777,339745,06/03/1991
13778,687447,29/09/2011
13779,981091,12/11/2017
13780,448577,21/10/2017
13781,27792,14/12/1986
13782,836694,08/02/1970
13783,189808,16/07/2018
13784,346517,22/03/2015
13785,458184,05/06/2004
13786,441943,09/02/2015
13787,386858,08/10/1980
13788,140598,31/10/2013
13789,314039,07/09/2009
13790,716357,12/10/2011
13791,524266,20/03/2016
13792,264744,07/06/2012
13793,452944,17/03/2006
13794,204931,05/11/2007
13795,327428,26/03/1990
13796,103569,24/01/2005
13797,846201,22/12/2013
13798,591423,13/08/1992
13799,808676,04/03/2010
13800,256947,01/05/2001
13801,620065,17/12/2010
13802,217506,30/01/2004
13803,629274,27/09/2018
13804,956864,30/09/1977
13805,465602,11/11/1994
13806,554946,05/06/1976
13807,731752,04/07/2012
13808,452482,22/06/1998
13809,951280,28/03/2014
13810,601834,18/11/2015
13811,805688,13/02/1984
13812,118453,22/09/1970
13813,82685,25/10/2004
13814,967893,11/01/1989
13815,489316,10/06/1969
13816,388300,22/11/1990
13817,425984,26/10/2005
13818,615426,24/01/2006
13819,171688,07/04/2014
13820,910469,03/05/2016
13821,435344,24/11/2007
13822,658928,22/04/1998
13823,786706,01/12/1990
13824,828614,04/08/2018
13825,557528,09/01/1965
13826,887917,08/12/2007
13827,34219,30/04/1986
13828,18689,13/10/2014
13829,534261,14/07/1988
13830,721500,26/04/2004
13831,667017,09/03/1977
13832,502119,05/01/1997
13833,123542,09/03/2010
13834,516666,02/11/1999
13835,215049,27/05/2016
13836,309709,09/12/1992
13837,395488,04/08/1980
13838,119414,31/08/1999
13839,126493,10/09/1996
13840,956486,14/09/2005
13841,453827,03/09/1976
13842,412282,17/05/2019
13843,556329,01/08/1994
13844,150731,29/05/1991
13845,54207,12/11/1986
13846,404422,13/02/2000
