número,status,fecha_dictamen
93014-88363-KD,0,31-07-2008
53524-58714-IB,0,12-08-2019
37953-68611-LB,0,25-12-2017
86188-9846-NF,0,19-12-2007
70470-35595-AB,0,27-03-1996
46408-70835-AE,0,30-09-1971
41127-3753-OI,0,26-12-2006
79569-13871-BI,0,31-03-2018
96824-79035-GF,1,24-05-2015
95783-53021-AE,0,16-06-1961
43702-43539-MF,0,09-07-1990
42966-15908-BK,1,14-07-2018
47487-57575-AD,1,06-09-2017
47325-15187-MA,1,11-08-2014
77075-62951-AF,1,13-04-1997
28287-23504-KJ,0,11-03-2013
8290-51801-HO,1,27-09-2018
9614-26699-IG,0,06-03-2015
51980-68396-BN,0,04-03-2017
72171-99859-EB,0,30-08-2019
43999-10115-BB,0,23-07-2013
11177-98706-BN,0,03-03-1997
61979-18671-HK,1,30-01-2011
25168-72613-NL,0,13-07-1998
94032-42998-LI,0,12-12-2017
51892-59158-EK,1,14-04-2014
93990-91239-GB,1,16-09-2015
31061-81408-JE,1,13-02-2018
16078-64206-HG,1,07-01-2004
80214-69421-JK,0,03-04-2015
77777-9454-BD,1,12-12-2018
60357-72927-IM,0,23-05-2008
37833-33556-OD,1,06-01-2013
52476-98388-GG,0,01-11-2012
42447-79753-ID,1,17-01-2001
5467-20733-GJ,1,12-12-2003
24189-66779-LO,0,31-03-2016
12008-92894-AN,0,31-03-2010
56487-86619-GO,0,24-07-2016
70707-27383-EM,1,19-05-2009
95849-15131-BF,0,24-08-2015
90359-68880-HH,1,28-04-2019
68968-39087-BK,1,29-01-2019
24100-29696-GH,1,06-05-2019
15986-94982-OI,1,30-01-2005
56005-47931-EB,0,20-09-2014
94339-77918-ED,0,06-10-2018
47212-59574-EB,0,05-05-2011
89784-25224-BI,1,24-05-2019
5652-23954-GN,1,10-12-1958
85625-85048-BI,0,27-12-2017
73723-55515-BD,0,19-07-2015
50958-38485-DB,1,23-05-1965
88357-36942-HK,0,09-06-2012
97889-25565-AJ,0,09-06-2006
96073-89184-KJ,1,02-10-2009
85032-29203-LJ,1,11-01-2013
13454-53405-BO,1,12-10-2017
20508-71263-BN,1,29-04-2017
35779-65991-LJ,1,19-01-2012
62925-74057-KL,0,22-08-1995
60656-11207-OH,0,01-01-2009
68765-33758-KN,1,05-08-2019
59760-55658-KA,0,21-08-2019
97127-8995-OD,1,05-03-2019
97538-22563-HA,0,16-08-2019
67576-57206-OL,1,12-10-2009
89125-23727-FG,1,10-02-2017
10669-3006-EB,1,07-04-2015
69789-70934-IL,1,06-09-2014
65173-38981-ON,1,14-07-2017
98934-31983-JO,0,28-08-2019
82867-84512-NA,0,28-08-2012
16279-6379-NB,0,01-02-2018
58716-77413-GB,1,21-06-2009
30161-66536-BD,1,07-05-2019
95520-44833-MB,1,13-03-2016
59987-18005-DF,0,17-08-2010
39705-16735-BK,1,15-11-1988
21334-27850-JD,0,14-09-2015
57440-94617-IA,0,11-06-2008
14756-23086-MI,0,01-02-2010
69793-53841-FN,1,27-07-2010
86221-86453-OK,1,01-10-2011
69800-70967-FB,0,27-01-2019
60740-28853-HO,0,21-06-2019
97139-86725-JO,0,28-02-2017
26063-63900-DH,0,04-09-1990
40013-47604-FM,0,29-01-2019
5900-57946-MO,1,29-10-1972
40867-92284-NJ,0,18-09-2007
99435-3808-HI,0,10-08-1999
16907-93143-BN,0,26-07-1992
16074-94043-IN,1,19-12-2018
24270-17123-GI,0,20-10-2016
67421-67214-LB,1,12-08-2013
93566-23321-OB,0,15-07-2017
14503-14418-HG,0,25-10-2017
44689-39097-EM,0,07-06-2018
17723-83604-EL,1,22-03-2013
70729-58060-MB,0,14-01-2017
42121-92657-BF,0,11-01-1987
17046-88020-AI,1,02-11-2012
15167-22579-HB,0,07-11-2004
51933-27276-EF,0,14-08-1999
28146-5516-AA,0,02-12-1969
20177-58126-MB,0,24-09-2014
83723-14382-NJ,0,14-04-2011
7022-67281-NI,0,17-06-2004
37923-67145-FK,0,25-06-2017
18642-51001-EB,1,08-06-2018
12911-76241-IM,1,19-09-1984
39983-39628-IG,1,11-02-2018
55478-6084-IE,1,04-05-2004
36936-71248-JG,0,03-12-2018
78449-79247-BG,1,17-04-2014
58255-94125-HD,0,03-04-2018
95796-48727-BG,1,07-12-2014
3529-52234-IA,0,08-12-2009
83447-74938-BA,0,25-02-2008
20517-10966-MO,0,26-02-2008
23956-48274-NF,1,12-06-2016
40605-99495-AK,0,16-08-2003
52065-68509-GK,0,05-08-2017
66607-50766-EB,1,20-05-2018
74945-25098-AM,0,22-05-2018
15835-84488-JJ,1,28-10-2017
64087-31359-IE,0,18-01-1984
17471-51013-BI,0,13-06-1998
56768-44727-BE,1,08-06-2016
14370-99797-HH,0,19-11-2014
78991-62203-NE,0,28-10-2010
88056-79026-DB,1,19-12-2010
79838-6940-BF,0,14-08-2019
37090-40731-KI,1,16-07-2005
35157-62177-OA,0,20-05-2008
94-83689-GF,0,10-04-2016
48920-55492-KK,1,07-03-2019
36622-44509-MH,0,15-03-1993
62540-23326-FN,0,19-12-2018
2585-38493-OB,0,16-04-2019
90487-98367-JA,0,08-11-2015
61695-81407-MK,1,09-11-1992
43815-60817-BH,1,20-10-2002
56526-95035-KB,0,25-02-2018
58042-81761-GG,1,09-07-2019
41106-7414-DA,0,15-04-2013
51748-1440-BM,1,25-07-2006
73988-43691-FO,1,25-10-2014
26205-50427-AD,1,23-12-2012
99586-60733-ME,1,05-04-1985
78978-66949-JH,0,11-05-2016
20071-48143-NI,1,17-03-2019
92346-71375-MB,1,19-04-2016
67617-45102-ME,0,29-09-2002
80280-97566-DK,1,09-10-2012
13677-71915-NN,0,26-02-1980
96428-63947-OI,1,10-08-2013
53265-67827-FG,1,03-04-2018
71511-93919-FJ,1,15-03-1997
94934-46655-LI,0,06-11-2001
35507-13692-BI,1,25-11-2017
32476-50377-GE,1,26-06-2009
22329-23613-FL,0,10-05-2012
74026-91199-BB,0,16-12-2015
20568-3796-GL,1,02-02-2018
46893-67893-OD,1,28-11-2015
16248-35918-HA,1,03-02-2019
66551-95956-BO,1,22-10-2018
98985-12274-DG,1,23-08-2019
17348-12479-AL,1,17-06-2014
60049-8209-NF,0,11-08-2004
60877-60119-FF,0,06-12-2018
47980-36025-BB,1,25-08-2019
46067-91826-NN,1,03-05-1992
36755-64924-BM,1,22-07-2019
15580-45467-NB,0,20-07-2019
11148-18693-OH,0,22-05-2019
3284-38241-HL,1,05-04-1978
62334-30749-KI,0,19-03-1982
21944-10752-IN,1,28-02-2015
64791-69283-EH,1,16-08-2000
84226-15907-ON,0,26-04-2006
30972-49683-GM,1,14-03-2010
68456-4946-FB,0,31-12-2018
4400-20906-GI,1,01-03-2019
72843-11903-HK,0,04-09-2004
96446-77769-LN,0,11-02-2018
16045-65282-IM,0,16-07-1997
44551-54311-JJ,1,28-11-2007
19235-88985-OJ,0,15-04-2016
63666-90966-LK,0,25-01-2012
55668-73409-HO,0,05-05-2019
51116-74659-JD,0,18-02-1996
76629-42379-OA,1,10-10-2015
16571-67149-KF,1,30-10-2017
28400-90821-OB,1,19-11-2018
59178-92694-BE,1,26-06-2019
74996-38611-BK,0,03-04-2014
13133-17116-NJ,1,07-12-2003
83943-17632-EN,0,21-06-2019
43441-85412-BH,1,14-11-1990
37751-11953-NH,0,15-05-2019
60191-45100-GN,0,27-07-2015
66582-74559-AB,1,06-03-2019
95699-22774-GA,1,16-08-2017
6442-7668-HO,0,30-06-2016
19462-75600-HL,1,23-09-2008
84532-35231-OI,1,30-09-2016
39213-36699-DK,0,03-09-2018
66068-74336-ND,0,03-11-2005
10505-25178-GK,1,31-07-2019
26344-42575-DO,1,11-10-1981
8004-67377-FF,1,01-05-2006
62624-88606-GF,1,04-01-2018
9107-50279-BM,0,01-07-2017
2472-40519-JJ,1,28-08-2019
30024-29253-LO,1,24-11-1984
20038-10825-BG,0,19-10-2016
83445-57486-EO,0,16-02-1989
10488-97563-IL,1,14-06-2019
74709-6535-GF,0,18-10-2018
91398-76599-AG,0,13-07-2019
25516-60470-AL,1,13-10-1997
21279-68755-BL,0,22-12-2014
18412-85032-II,1,11-07-2014
35289-83129-LG,0,10-03-2011
1215-68368-BI,0,21-06-1990
72878-37438-HD,0,20-12-2016
62413-32291-EH,0,05-04-2015
92011-41172-KB,1,21-11-2017
47394-35256-AG,1,10-02-1982
29196-96190-MB,0,13-03-2019
57213-54646-BG,1,15-03-2011
51132-19524-AL,0,11-11-2015
15090-71665-GB,1,01-05-2019
15181-79943-BH,1,25-09-1990
47020-88709-EL,1,27-07-2019
97657-93942-GG,0,12-10-2015
44614-98580-BI,1,12-12-2018
37943-30907-GA,0,19-05-2010
49180-26630-HJ,1,30-03-2010
59452-2856-MF,1,02-12-2015
72830-19950-AI,1,23-02-2011
60121-3949-OB,1,22-12-2018
4952-38692-AA,0,30-07-2002
97867-95724-KI,0,17-05-2019
53428-20143-AF,0,18-05-2019
26830-25294-NO,1,22-04-1981
19549-55447-IE,1,24-09-2013
62173-11619-AH,0,02-12-2009
20809-27486-KA,0,28-05-2019
91283-32156-IM,0,14-04-2017
93140-60443-BB,0,01-01-2007
88426-88233-BG,1,06-07-2014
16414-12777-HD,0,30-04-2009
75403-89888-BI,1,04-12-2017
90322-88726-JM,0,16-08-2015
65320-17999-GO,1,07-06-2015
65394-98810-BK,1,06-06-2013
65958-84151-JF,0,21-09-2001
95595-22942-BL,0,14-01-2017
695-13171-DG,1,23-01-2017
82504-50581-AB,0,04-04-1991
22775-30904-KL,1,29-05-2017
29161-82109-BO,0,27-01-2019
46535-750-FJ,1,25-12-2009
6710-44587-LL,0,29-07-1976
34096-99107-BD,0,08-04-2010
72915-37879-FK,0,24-09-2007
92785-23863-GB,0,17-05-2007
5880-77495-JG,0,28-05-2019
28466-97031-BJ,1,29-07-2019
43170-12835-DL,1,01-06-2010
62891-3376-GN,1,31-07-2019
24525-87013-FL,1,12-01-2003
24648-25294-IO,0,04-04-2003
920-58805-GN,0,11-07-2019
91871-2340-NM,1,07-01-2018
89135-18729-OL,0,06-08-2017
13845-82694-FL,0,12-01-2018
85164-46937-EN,0,11-06-2013
27973-61960-IF,1,15-10-2016
46331-55787-MB,0,06-12-2017
84444-30061-EN,0,20-08-2019
71689-83594-GL,1,16-08-2012
75898-18512-DL,1,28-08-2019
59759-23805-LF,1,11-07-2013
86754-91792-OE,1,26-06-2019
52578-16867-LG,1,18-10-2007
78371-66979-LD,1,02-02-2019
94006-29893-EA,1,17-12-1962
2015-76192-MH,0,22-10-2018
31738-30772-GH,1,18-12-2011
79667-95088-BG,1,10-05-2018
37976-87543-LH,0,13-03-1992
83765-15716-LJ,0,29-03-2014
58833-34553-BL,1,11-04-2011
5323-44458-BG,1,12-03-1972
82296-11464-KG,1,17-09-2018
13881-73839-BH,1,08-06-1994
32592-61629-OI,0,13-09-2017
55376-96962-LB,1,24-08-2002
78697-70267-OG,0,05-05-2012
6751-43155-BL,1,02-11-2001
77880-27338-FM,1,28-06-2016
76693-884-JF,0,01-02-2019
37692-84460-JG,1,04-02-1987
65862-55521-NG,1,12-08-2018
7887-91387-DB,0,24-08-1979
88411-75186-FB,1,12-04-2012
4529-92576-BN,1,17-08-2010
82985-46649-LI,1,18-11-2003
76273-82227-EN,0,19-02-2019
22224-14116-IA,1,09-05-2016
62176-79476-HE,0,22-05-2014
65758-38828-JA,1,14-12-1988
33674-98346-KD,1,16-03-2019
67541-48167-KM,0,22-03-1992
76960-56604-FH,1,11-08-2018
24456-51422-DO,0,30-11-2007
76545-29416-BA,0,27-11-1999
12592-64301-BB,0,30-07-2010
53269-91464-BN,0,11-11-2008
80885-24187-FI,0,08-10-1975
90855-17887-NN,1,27-04-2005
6404-17369-BE,1,20-08-2006
75137-64937-NH,1,07-04-1990
66570-66239-ME,0,18-06-2019
36290-4352-MF,0,09-02-2019
25249-52600-EG,0,28-05-2008
10836-63066-KL,0,29-03-2009
77671-96046-AB,1,30-05-2008
24278-77341-OJ,0,03-06-2019
31881-97733-NN,1,03-05-2014
51936-11800-HL,1,20-02-2000
19617-37321-FE,0,29-04-2007
45047-63416-HA,1,18-05-2019
75000-75653-AA,1,03-04-2012
57646-69735-JL,0,08-03-2012
81362-41395-DN,0,01-07-2007
43229-87639-JH,0,18-08-2019
37640-18381-IJ,1,18-07-2013
77846-7698-KK,1,20-03-2004
64142-35287-BA,0,06-03-2013
47660-12894-DL,1,26-07-2014
28118-23925-NF,0,19-06-2003
80413-38498-BB,1,19-10-2008
21650-65820-NN,0,23-10-2012
58062-66092-EL,1,22-03-2011
85327-70520-LB,0,21-02-2008
20317-73978-JB,1,07-10-2017
13214-96876-FK,0,15-11-1997
5880-62213-ID,0,09-12-2018
99149-92305-KO,1,16-12-2017
38450-91824-NK,0,27-08-2019
46051-57522-KB,0,02-07-2017
51655-72010-LM,1,11-05-2012
14405-47615-MG,0,16-12-1999
23897-33527-BJ,0,23-01-2019
34551-68519-MK,0,07-03-1980
81867-23813-LN,0,25-10-1997
59316-55355-AM,0,27-12-2007
91692-37290-AE,1,14-07-2008
7570-63973-EN,0,09-02-2013
99221-41170-EE,0,27-10-2016
10704-79443-MJ,1,05-06-2011
8448-99110-KK,0,29-02-2016
3337-39198-KJ,0,18-05-2005
65698-82174-FA,1,10-03-2012
99281-98525-FE,1,15-07-2019
31047-5948-DH,0,18-04-2017
10493-96016-LA,0,17-11-1973
53205-14865-BL,0,19-06-2010
29772-90520-BE,0,15-03-2006
63219-9191-MH,1,23-07-2014
70021-7123-NA,1,19-09-2015
24724-77168-GF,0,26-01-2019
14650-32147-LH,0,21-07-2013
44779-557-KI,1,02-11-2015
94293-3882-KF,1,09-09-2018
80991-53437-IM,0,04-08-2007
75716-40572-LF,0,29-11-2016
95077-82962-DK,1,09-08-2016
93603-37077-HE,0,30-12-2012
85455-48226-DE,1,12-10-2009
74000-85720-DI,0,05-06-2017
11698-44557-GJ,0,14-03-2015
81375-54052-DB,0,14-07-2017
68521-94791-JE,1,09-08-2019
74719-23864-HK,0,12-05-1994
73872-85251-NB,0,20-05-2015
9199-40669-JJ,1,08-05-2011
59210-36430-AK,0,11-11-1994
71601-36751-IO,0,18-01-2019
33595-67629-LK,0,21-12-2016
88691-10558-JK,0,21-08-2016
82195-89928-MH,0,30-06-2019
76884-12779-OJ,1,08-01-2012
96433-59167-AG,1,08-12-2007
41882-46484-OA,1,30-10-2007
41816-84385-EB,1,16-12-2014
1114-19261-AJ,1,11-09-2006
78806-19080-FH,0,24-12-2014
47188-92838-FI,1,08-05-2016
4552-46997-GL,0,07-05-2003
85160-38507-EB,1,10-09-2018
19865-89174-DI,0,13-04-2001
37693-77498-AD,0,31-12-2018
58519-41371-LJ,0,19-10-2015
41423-76796-EO,0,22-11-2017
45368-45773-AJ,0,03-06-2015
2621-89822-MB,1,19-01-2019
96400-94461-IE,1,15-02-2014
75603-49189-LB,1,04-05-2009
65124-56916-AO,0,26-09-2008
30638-2539-NL,1,28-07-1998
75061-13555-EI,1,21-06-2017
8281-95391-GK,1,04-05-1991
35307-1202-DL,0,02-11-2018
66572-31384-FI,0,18-09-2014
98418-71044-HL,0,18-02-2019
74695-8782-AA,1,25-03-2014
93723-36494-GD,1,02-02-1998
67749-78523-LK,1,05-06-2014
64784-2799-II,0,20-10-2014
28633-64300-LA,0,25-01-2016
45139-98522-ML,0,12-06-2008
29070-86711-FB,0,05-10-2017
54575-22146-IM,0,20-10-2005
34346-98836-MA,0,26-01-2009
32161-91053-FN,1,15-05-2019
11507-53584-NF,0,08-05-2005
93654-99522-AJ,0,08-08-2019
60278-55744-LJ,0,04-04-2014
11441-11764-DG,1,03-12-2018
53668-4978-IB,1,29-09-1984
51909-2619-FG,1,28-07-2019
14053-54903-BE,1,24-09-1992
53304-49219-JN,1,29-08-2012
82958-92787-DB,1,04-09-2002
57346-80653-EF,1,06-01-2013
88638-96518-FG,1,24-05-2018
89581-85347-BH,1,05-04-2019
66777-54268-AH,0,25-02-2018
37489-88389-HD,1,22-08-2008
78585-43761-BH,0,01-06-2016
52704-5000-IE,0,19-11-1997
5755-15700-DI,0,18-01-1998
35993-97259-IB,1,02-08-2019
58345-40585-BG,0,20-10-1998
19720-86525-MJ,0,01-01-2019
66546-1603-JK,0,11-10-1993
73408-92833-GH,0,08-07-1995
96144-66169-LN,1,24-04-2019
22043-36878-GF,0,01-01-2019
88688-96332-KK,1,28-06-2004
37359-28808-DG,0,01-07-2019
8931-31683-AH,0,22-08-2016
38340-30881-EI,1,17-09-2004
35304-40572-NE,0,13-11-2002
52299-19246-HL,1,14-06-1991
92142-16826-EO,1,06-06-2013
22582-5289-IB,1,23-08-2018
74688-39434-EN,1,02-01-2011
5960-17006-KH,0,20-01-2017
15908-80096-LM,0,12-10-2018
63307-97369-LI,0,19-05-2017
43426-67636-IO,0,03-11-2015
97106-81367-HI,0,16-02-2017
46642-29516-IB,1,03-07-2019
16266-9659-FK,0,18-08-2005
35851-59439-GF,1,06-07-1996
70638-76985-OF,0,18-12-2017
4995-58005-LA,0,26-07-2018
38793-17589-BA,1,18-04-2011
97148-44168-LB,1,13-10-1996
31213-80698-IF,0,19-04-2009
85565-11119-NG,1,27-07-2018
96064-27091-JM,1,14-02-2001
26019-42466-HI,1,25-10-2018
13950-56237-LB,1,24-01-2012
68692-8992-KM,1,24-07-2019
89653-75320-NF,0,25-08-1999
83487-35662-LB,0,28-07-2016
83739-16771-BD,0,30-03-2017
27439-85986-NH,0,25-02-2016
47060-13887-HB,1,13-07-2016
60000-14097-NA,1,01-02-2013
56745-90701-IB,0,12-04-2010
28713-60199-BM,1,23-02-2003
7504-58797-LH,1,13-12-2018
36071-60414-NH,0,17-12-2002
31975-79421-BO,0,08-12-2016
95189-1245-OA,1,13-10-2005
98929-93883-BK,0,04-02-2018
6517-90783-JM,1,17-06-2019
2643-21916-NG,1,04-03-1988
419-9478-KM,0,15-05-1995
36687-22577-GE,1,09-08-2004
75328-33640-HB,0,07-10-2011
18941-40994-GL,0,10-02-2011
60766-59566-OM,0,26-12-2014
24922-52281-KD,1,20-09-2018
33548-73054-ID,0,13-02-2002
5595-55021-JO,1,08-07-2014
32437-68394-MG,0,22-10-2015
68029-28240-II,1,19-09-1996
99712-68153-GB,1,28-05-2019
62387-50772-BL,1,09-10-2012
37792-7082-BB,0,05-02-2017
43319-9814-AL,1,04-11-2011
84074-48600-FJ,0,03-10-2013
47626-67126-AM,1,14-02-2006
92519-8622-KF,1,26-02-2019
28039-41750-AB,1,06-09-2011
7821-69138-DG,1,23-09-2016
99727-99051-GO,1,13-11-2016
42476-31036-IO,0,11-05-1991
96008-19810-NN,1,16-05-2019
61459-45322-HO,0,11-10-2010
24796-25473-LJ,1,27-08-2015
22834-98964-AJ,1,20-10-2000
81564-47032-BG,0,01-06-2019
47589-12251-IB,1,22-05-1984
61372-27682-EG,1,05-02-2009
75166-87059-KM,0,07-09-2016
23387-87785-KJ,1,27-04-2011
80615-23019-AA,1,20-03-2019
91770-91957-DD,1,01-12-1993
84218-66972-NM,0,14-02-2018
70021-9196-BI,0,05-06-2010
84537-64325-GM,1,04-11-2016
91256-72055-NO,1,09-06-1979
41154-57242-ME,0,01-05-2018
69924-73394-DA,1,02-08-2011
79560-7344-AF,1,31-03-2018
5270-92574-EE,0,12-06-1996
35974-40324-JF,1,29-11-1992
20301-95950-AO,1,26-08-2019
36383-18252-IA,0,03-01-2018
21540-80409-BB,1,08-05-1996
36962-61834-HN,0,04-06-2019
72635-48628-MG,1,28-09-2017
31467-8577-DN,1,27-10-2001
9166-81049-JN,0,09-03-2013
19290-40244-MA,0,25-01-2001
55965-662-GG,1,28-08-2014
56290-14155-BE,1,20-03-2019
81054-36820-JH,0,30-11-2015
85902-44204-KB,1,24-09-2013
34089-11156-BB,1,15-10-2016
42267-73643-KO,0,29-06-1981
24266-75726-EA,1,19-08-2019
27895-46753-JI,0,16-10-1998
45935-29532-JB,0,03-02-1994
53329-66935-GH,1,19-06-2009
56016-51717-JB,0,11-05-1999
58501-45676-JL,0,04-04-2004
56646-36355-HO,1,22-03-2019
71665-38027-GG,0,24-01-2007
69750-81182-OH,0,15-10-2000
40176-75951-AM,0,10-11-2001
81401-76071-OH,1,13-12-1996
11949-78400-BF,1,03-07-2001
24894-34736-HJ,0,27-02-1996
84057-42581-EM,1,24-07-2019
24091-80966-LE,1,30-10-2007
27741-37889-JG,1,24-10-2013
74215-11404-FB,0,01-01-2013
15888-37035-KA,0,04-01-2018
61912-38929-ID,0,06-08-2014
30949-8953-LH,1,19-11-2017
39951-6853-OD,1,10-03-2019
56566-65071-II,0,18-05-2014
24813-80877-KK,0,23-01-1985
3848-28850-HM,1,25-12-2017
50976-58101-KG,0,18-02-2015
11077-21233-LK,0,19-08-2018
42601-60964-HM,1,22-08-2002
33114-97984-MH,0,25-12-2017
71147-83730-ME,1,06-09-2008
48192-41146-HE,1,25-05-2001
84907-33183-JF,0,15-10-2009
21579-64755-NJ,0,03-08-2001
42014-79023-LM,0,23-11-1984
91656-71758-MH,1,27-09-2004
73496-17892-OJ,0,30-10-2015
29189-6458-NB,0,03-03-2015
50759-41783-AI,0,26-09-1996
80917-61604-EF,0,18-03-2008
32713-30618-KA,0,20-05-2013
30310-99340-NI,1,14-06-2019
37074-4102-GI,1,23-12-2016
37983-56454-GD,0,23-05-2011
8199-94362-AI,0,20-06-1997
81809-10749-MB,1,21-08-1988
73322-81280-IF,0,12-08-2019
94988-63331-LD,0,20-07-2018
48822-89254-AK,1,02-04-2019
50365-93361-FE,0,21-07-2019
35673-48623-KE,1,22-12-1989
5117-42731-LI,1,16-03-2019
69780-80592-GK,1,15-09-2002
70722-25099-LL,0,29-12-2007
39691-80022-DG,1,23-06-2012
44483-55439-OB,1,12-11-2016
99348-2544-EB,0,31-05-2019
41378-91747-AH,0,22-04-2004
69886-81142-AF,0,19-03-1997
77411-11873-FG,0,15-06-2018
12624-70991-NB,0,07-03-2019
47377-90070-BM,0,29-10-2009
96893-41078-DM,0,30-01-2014
43988-84367-HB,0,25-01-2019
73162-28877-NI,0,28-01-2019
57475-8705-NE,1,07-08-2008
96366-18426-BF,1,18-01-2010
79740-17743-IN,0,28-07-2013
46341-23486-EK,1,13-11-2009
49261-14212-MB,1,04-09-2005
79060-36320-AN,0,06-12-2010
70985-27469-HJ,1,03-06-2019
67768-35723-KE,1,29-08-2010
3641-81203-AO,1,20-05-2019
58822-49374-GB,0,02-03-2017
75921-23751-AL,1,23-10-2003
51434-15636-LE,1,01-04-2003
43839-802-NI,1,25-06-2005
59592-3134-FE,1,19-12-2015
44446-45190-OM,0,13-07-2018
22502-87731-GJ,0,24-04-2018
61132-93685-NI,1,23-08-2019
43271-73168-HL,0,12-12-2018
97855-312-GI,1,23-04-2012
24473-23964-GL,0,12-10-1999
78820-77246-IM,0,28-01-2019
28100-13306-BD,0,01-05-1987
77559-94451-BM,0,17-02-2001
44407-58185-BJ,1,08-02-2018
78444-847-IO,1,20-07-2019
74719-35990-JF,0,20-06-2017
50807-51448-IL,1,11-08-2019
93763-70270-MJ,1,19-09-2016
59839-16486-EL,0,12-06-2015
22057-72355-FD,0,16-08-2019
74202-70835-EG,0,28-03-2015
53154-67730-MK,1,10-04-2018
21133-95960-ON,0,08-09-1988
81317-52721-MO,0,02-04-2007
13440-8708-ND,0,23-08-2014
74517-6511-NB,0,24-01-2002
51853-10669-JB,0,30-09-2014
28708-99717-MF,0,31-12-2010
80468-24644-OD,1,24-04-2007
12195-7081-KB,0,25-02-1977
22464-42801-EK,0,13-04-2017
86407-33208-BO,0,04-10-2014
50736-35220-FI,0,20-08-2017
48887-72908-NB,1,08-11-2017
98913-44614-GE,0,03-08-2019
79543-5845-AA,0,11-08-2009
38859-1992-NL,0,06-04-2019
34773-14630-JA,1,29-10-2009
667-6956-GM,1,03-01-2015
90170-75462-EL,1,06-10-1979
83115-50370-NG,1,17-10-2015
86054-91761-AF,0,28-02-2004
26535-44221-KA,1,10-03-2014
40483-3261-DJ,0,13-10-1995
80435-7606-ML,0,01-05-2018
23988-76559-OE,0,21-06-2010
86965-85586-OA,1,20-02-1999
98001-97436-DA,1,08-12-2018
42115-14091-II,0,27-11-2008
65347-95276-BL,1,13-11-2016
91679-20215-LN,1,13-12-2013
83262-82940-BB,1,02-04-2016
86270-76457-HD,1,29-10-1989
7956-11742-DF,1,28-03-2012
80833-75980-BJ,1,31-07-2019
58097-62147-HH,0,19-06-2001
87213-72615-OG,0,17-10-2000
36687-39206-FA,1,27-08-2008
53436-61730-OI,0,05-08-2019
27000-1722-BE,1,19-12-2010
93866-121-MM,1,25-07-1981
82964-85061-GB,1,08-12-2017
50412-53703-AE,1,06-03-1986
92901-90540-OM,1,03-11-2010
49575-46464-AG,1,26-03-2016
51653-85919-AD,0,08-02-2017
46331-19441-OB,0,21-04-2018
65423-36803-ED,0,15-07-2013
99344-89433-LI,1,07-01-2000
84903-43186-OF,1,03-11-2018
61305-66213-BA,1,19-05-2018
35194-61334-EF,1,18-09-2006
77362-93536-EB,1,15-11-2006
99295-60597-BL,0,04-07-2019
83229-51677-DE,0,01-06-2016
71670-56419-FO,1,01-12-2015
11433-33146-FE,1,20-02-2017
53764-19585-AB,1,16-01-2010
49150-83215-JK,0,07-02-2003
98592-44028-AD,1,17-07-2017
70218-7380-AI,0,28-12-2018
5497-53434-BF,1,18-04-2014
2585-48452-BH,0,24-04-1979
77211-83983-NA,0,05-10-2017
67387-11690-NH,0,09-03-2006
6527-24968-GO,0,06-01-1989
75658-90885-FM,1,17-06-2004
92523-60787-OD,0,15-03-2006
25547-58675-FL,0,03-08-2017
68849-38176-MH,1,07-03-2019
93900-4533-AO,1,10-04-2014
2686-91942-JN,0,25-05-2018
86393-53753-AH,0,12-05-2016
55982-54364-EL,0,06-02-2019
26875-54657-GA,0,13-02-2013
1159-81853-LF,0,01-08-2013
79238-75206-HL,1,01-04-2012
73302-73720-LB,1,25-01-1970
6543-55053-IH,0,14-02-2007
19687-40077-LD,1,24-05-2013
41603-30071-EE,1,26-07-2018
51228-87026-EB,1,12-04-2011
70648-51121-DE,0,17-09-2012
57236-28852-FN,0,06-03-2005
12758-86150-GJ,0,24-05-2019
72317-80572-OE,0,26-02-1999
68076-45644-DN,0,11-10-2007
99375-19155-FB,1,03-04-1991
76564-94172-BD,1,15-05-2016
10923-94732-AK,0,12-06-2003
90570-47077-HE,0,19-03-2001
70725-24985-MH,1,07-02-2004
27501-39099-GI,1,22-05-2013
23490-89638-JA,1,30-11-2016
90168-76726-KL,0,15-02-1992
96844-4040-OO,1,02-04-2019
71923-99126-JA,1,30-04-2017
57132-2214-AI,1,25-05-2016
62427-20719-KN,0,29-12-2017
59622-28414-FH,0,15-01-2019
14597-84976-DJ,0,10-11-1988
58226-24376-DB,1,28-10-2018
13713-8705-BF,1,14-02-2012
24978-13886-EK,1,11-08-2014
63822-44625-AB,1,27-02-2015
74898-13986-AE,0,12-04-2019
46641-18737-HE,0,20-04-2018
46165-28162-KN,1,13-06-2011
58499-35363-AD,1,02-10-2017
35828-53347-BI,0,27-11-2010
18155-32590-HM,1,28-04-2019
30155-13106-OD,1,16-06-2010
19694-87207-GO,0,02-08-2019
77623-227-IB,0,12-05-2011
47557-46890-BN,0,11-04-2015
32422-52178-IB,1,18-08-2002
96872-49113-DN,1,08-12-2010
97897-35244-FJ,0,26-08-2019
32136-27168-MA,0,21-02-2015
35040-25019-OD,0,29-03-1998
24576-32343-AI,0,10-05-2016
22742-48396-BD,1,15-11-2015
59385-95823-AD,0,18-10-2000
89400-92714-MB,1,11-04-2004
96912-87592-AB,0,20-05-2018
4372-66834-MN,0,04-04-2019
84512-94955-DO,0,10-05-2012
2371-18839-FM,0,01-12-2015
91924-53312-EM,1,25-07-2013
