mid,proyecto
21722,"First Hawaiian, Inc."
21723,La Patagua
21724,"UMH Properties, Inc."
21725,Cerro Casale
21726,Caleta El Cobre
21727,Cerro Blanco
21728,Eagle Bulk Shipping Inc.
21729,Punitaqui
21730,"Spark Energy, Inc."
21731,Intracampos
21732,Kilroy Realty Corporation
21733,Cohen & Steers Reit and Preferred Income Fund Inc
21734,Abeona Therapeutics Inc.
21735,San José
21736,La Marcelina
21737,"XO Group, Inc."
21738,"Kayne Anderson Energy Total Return Fund, Inc."
21739,"Gabelli Equity Trust, Inc. (The)"
21740,"H&R Block, Inc."
21741,El Salvador
21742,Cosayach - Negreiros
21743,Park-Ohio Holdings Corp.
21744,Garrison Capital Inc.
21745,"Financial Engines, Inc."
21746,"SeaChange International, Inc."
21747,Randgold Resources Limited
21748,Haldeman - Sagasca
21749,SCL Chemetall
21750,Las Luces
21751,Mantos Blancos
21752,Tranquilo
21753,Entercom Communications Corporation
21754,Credit Acceptance Corporation
21755,"Blackhawk Network Holdings, Inc."
21756,Trongol
21757,Andina
21758,Peckett
21759,El Abra
21760,"Cogentix Medical, Inc."
21761,Fertón
21762,"Tootsie Roll Industries, Inc."
21763,Las Piedras
21764,EPR Properties
21765,"LM Funding America, Inc."
21766,BLDRS Asia 50 ADR Index Fund
21767,Kraton Corporation
21768,First Trust Emerging Markets Small Cap AlphaDEX Fund
21769,Virco Manufacturing Corporation
21770,La Productora
21771,Diageo plc
21772,"Spark Energy, Inc."
21773,Double Eagle Acquisition Corp.
21774,Container Store (The)
21775,Array BioPharma Inc.
21776,Isla Riesco
21777,"First Hawaiian, Inc."
21778,Janus Henderson Small Cap Growth Alpha ETF
21779,Envision Healthcare Corporation
21780,American Homes 4 Rent
21781,Stamps.com Inc.
21782,"Evolving Systems, Inc."
21783,"Argos Therapeutics, Inc."
21784,"Pepsico, Inc."
21785,E*TRADE Financial Corporation
21786,Nabriva Therapeutics AG
21787,"PDF Solutions, Inc."
21788,"Littelfuse, Inc."
21789,AmerisourceBergen Corporation (Holding Co)
21790,SAP SE
21791,Celgene Corporation
21792,"ILG, Inc"
21793,China Cord Blood Corporation
21794,"Gray Television, Inc."
21795,"SeaChange International, Inc."
21796,El Peñón
21797,Cerro Blanco
21798,"JA Solar Holdings, Co., Ltd."
21799,Lenga
21800,PowerShares Nasdaq Internet Portfolio
21801,"Sarepta Therapeutics, Inc."
21802,United States Cellular Corporation
21803,"Ulta Beauty, Inc."
21804,Los Pelambres
21805,Drive Shack Inc.
21806,"Kayne Anderson Energy Total Return Fund, Inc."
21807,Mantos Blancos
21808,Fertón
21809,Great Plains Energy Inc
21810,Azul S.A.
21811,Cosayach - Cala Cala
21812,Dollar General Corporation
21813,"Avon Products, Inc."
21814,SQM Salar
21815,Urstadt Biddle Properties Inc.
21816,"Delcath Systems, Inc."
21817,Aircastle Limited
21818,Colico Sur
21819,Clifton Bancorp Inc.
21820,SQM - Nueva Victoria
21821,"OraSure Technologies, Inc."
21822,"MiMedx Group, Inc"
21823,Garrison Capital Inc.
21824,Tranquilo
21825,"Chegg, Inc."
21826,Michilla
21827,BLDRS Developed Markets 100 ADR Index Fund
21828,"Zynerba Pharmaceuticals, Inc."
21829,Coirón
21830,"Commerce Bancshares, Inc."
21831,3M Company
21832,First Trust International Multi-Asset Diversified Income Index
21833,AdvisorShares Market Adaptive Unconstrained Income ETF
21834,E*TRADE Financial Corporation
21835,Garrison Capital Inc.
21836,Patriot National Bancorp Inc.
21837,Maganeso III de Atacama
21838,"Universal Stainless & Alloy Products, Inc."
21839,Esterline Technologies Corporation
21840,United Insurance Holdings Corp.
21841,Vanguard Russell 3000 ETF
21842,La Marcelina
21843,Inacesa - El Jilguero
21844,E*TRADE Financial Corporation
21845,Georgia Power Company
21846,Cosayach - Soledad
21847,"Biocept, Inc."
21848,Cerro Casale
21849,Applied DNA Sciences Inc
21850,"Urban One, Inc. "
21851,Marte Lobo
21852,"Taiwan Fund, Inc. (The)"
21853,Tuina
21854,Regal Entertainment Group
21855,"XO Group, Inc."
21856,Marte Lobo
21857,Inseego Corp.
21858,III de Atacama Kozan
21859,Microsemi Corporation
21860,Trongol
21861,Salesforce.com Inc
21862,Vanguard Russell 3000 ETF
21863,Romeral
21864,Caupolicán
21865,Los Bronces
21866,"JA Solar Holdings, Co., Ltd."
21867,STMicroelectronics N.V.
21868,Salesforce.com Inc
21869,Randgold Resources Limited
21870,"PDF Solutions, Inc."
21871,Westpac Banking Corporation
21872,Applied DNA Sciences Inc
21873,AmerisourceBergen Corporation (Holding Co)
21874,El Soldado
21875,Park-Ohio Holdings Corp.
21876,Container Store (The)
21877,Regal Entertainment Group
21878,Janus Henderson Small Cap Growth Alpha ETF
21879,"Tootsie Roll Industries, Inc."
21880,Cerro Imán
21881,Cowen Inc.
21882,Collahuasi
21883,"Recon Technology, Ltd."
21884,Dos Amigos
21885,Western Asset Bond Fund
21886,"The Travelers Companies, Inc."
21887,"JA Solar Holdings, Co., Ltd."
21888,María Elisa
21889,Northrop Grumman Corporation
21890,Gabriela Mistral
21891,"Shutterstock, Inc."
21892,"Kura Oncology, Inc."
21893,Delta
21894,"Rush Enterprises, Inc."
21895,La Patagua
21896,Haldeman - Sagasca
21897,Costamare Inc.
21898,"Western New England Bancorp, Inc."
21899,"LTC Properties, Inc."
21900,"LTC Properties, Inc."
21901,PowerShares KBW High Dividend Yield Financial Portfolio
21902,ENGlobal Corporation
21903,Schwager
21904,"Silicon Laboratories, Inc."
21905,Franke
21906,BRF S.A.
21907,First Trust Multi-Asset Diversified Income Index Fund
21908,El Tesoro
21909,Array BioPharma Inc.
21910,Coirón
21911,"Ellie Mae, Inc."
21912,Regal Entertainment Group
21913,B.O.S. Better Online Solutions
21914,Lions Gate Entertainment Corporation
21915,Laguna Siren
21916,Merus Labs International Inc.
21917,Cabot Corporation
21918,Arlington Asset Investment Corp
21919,La Patagua
21920,RenaissanceRe Holdings Ltd.
21921,"Herman Miller, Inc."
21922,"Waste Management, Inc."
21923,Old Republic International Corporation
21924,SQM - Nueva Victoria
21925,"CenterPoint Energy, Inc."
21926,CMP - Romeral
21927,Entegra Financial Corp.
21928,CMP - Cerro Negro Norte
21929,"Apple Hospitality REIT, Inc."
21930,"Ashford Hospitality Prime, Inc."
21931,Toll Brothers Inc.
21932,"Zynerba Pharmaceuticals, Inc."
21933,"Franklin Financial Network, Inc."
21934,Caupolicán
21935,Toll Brothers Inc.
21936,"Vectrus, Inc."
21937,"Idera Pharmaceuticals, Inc."
21938,Trongol
21939,Ceragon Networks Ltd.
21940,Vanguard Russell 3000 ETF
21941,Don Alberto
21942,"The Travelers Companies, Inc."
21943,"China Lodging Group, Limited"
21944,"Pinnacle Financial Partners, Inc."
21945,Voya Global Equity Dividend and Premium Opportunity Fund
21946,Microsemi Corporation
21947,First Trust South Korea AlphaDEX Fund
21948,"Recon Technology, Ltd."
21949,Carola
21950,SQM - Pampa Blanca
21951,Altamira
21952,Nuveen Floating Rate Income Fund
21953,"AMC Entertainment Holdings, Inc."
21954,Inacesa - El Way
21955,Pure Cycle Corporation
21956,Bed Bath & Beyond Inc.
21957,Container Store (The)
21958,CMP - Boquerón Chañar
21959,Terreno Realty Corporation
21960,Delta
21961,Natl Westminster Pfd
21962,Array BioPharma Inc.
21963,"The Chefs' Warehouse, Inc."
21964,"Ellie Mae, Inc."
21965,"CenterPoint Energy, Inc."
21966,Zion Oil & Gas Inc
21967,"Tootsie Roll Industries, Inc."
21968,Isla Riesco
21969,"OraSure Technologies, Inc."
21970,American Homes 4 Rent
21971,"Safe Bulkers, Inc"
21972,"LM Funding America, Inc."
21973,Candelaria
21974,Microsemi Corporation
21975,Celite - Carol
21976,Entegra Financial Corp.
21977,PrimeEnergy Corporation
21978,SQM - Mapocho
21979,Pullalli
21980,Trongol
21981,"Tootsie Roll Industries, Inc."
21982,Faride
21983,"Dupont Fabros Technology, Inc."
21984,Peabody Energy Corporation
21985,Park-Ohio Holdings Corp.
21986,Merus Labs International Inc.
21987,Flor de Los Andes
21988,"Nutanix, Inc."
21989,"Chegg, Inc."
21990,Costamare Inc.
21991,El Abra
21992,Galectin Therapeutics Inc.
21993,Carvana Co.
21994,Sierra Gorda
21995,Georgia Power Company
21996,Dollar General Corporation
21997,First Trust Senior Loan Fund ETF
21998,Las Arenitas
21999,BLDRS Asia 50 ADR Index Fund
22000,Don Alberto
22001,Trongol
22002,The9 Limited
22003,Alhué
22004,El Teniente
22005,"National American University Holdings, Inc."
22006,Nuveen Michigan Quality Municipal Income Fund
22007,"CenterPoint Energy, Inc."
22008,"Nutanix, Inc."
22009,Salesforce.com Inc
22010,"Spark Energy, Inc."
22011,Cowen Inc.
22012,Kamada Ltd.
22013,El Salvador
22014,iShares 20+ Year Treasury Bond ETF
22015,Northern Trust Corporation
22016,Entegra Financial Corp.
22017,Inacesa - El Jilguero
22018,El Tesoro
22019,"FSB Bancorp, Inc."
22020,Crawford & Company
22021,Container Store (The)
22022,"CenterPoint Energy, Inc."
22023,Salesforce.com Inc
22024,Cabot Corporation
22025,Intracampos
22026,"Arista Networks, Inc."
22027,Collahuasi
22028,"FSB Bancorp, Inc."
22029,Silvercrest Asset Management Group Inc.
22030,Montecristo
22031,"MiMedx Group, Inc"
22032,"RiverNorth Opportunities Fund, Inc."
22033,Silvercrest Asset Management Group Inc.
22034,La Marcelina
22035,Cerro Casale
22036,Aircastle Limited
22037,"Idera Pharmaceuticals, Inc."
22038,Maganeso III de Atacama
22039,"Aspen Technology, Inc."
22040,L.B. Foster Company
22041,West Corporation
22042,SQM - Nueva Victoria
22043,"RiverNorth Opportunities Fund, Inc."
22044,Nuveen Energy MLP Total Return Fund
22045,"NextEra Energy, Inc."
22046,First Trust Multi-Asset Diversified Income Index Fund
22047,Ojos del Salado
22048,"Avon Products, Inc."
22049,"CenterPoint Energy, Inc."
22050,Los Bronces
22051,"Argos Therapeutics, Inc."
22052,PrimeEnergy Corporation
22053,Chimborazo
22054,Andes Travertine
22055,AdvisorShares Market Adaptive Unconstrained Income ETF
22056,Pure Cycle Corporation
22057,Tres Valles
22058,Dollar General Corporation
22059,Refugio
22060,JM Global Holding Company
22061,Aircastle Limited
22062,Check-Cap Ltd.
22063,Kraton Corporation
22064,Texas Pacific Land Trust
22065,Kraton Corporation
22066,Applied DNA Sciences Inc
22067,Flor de Los Andes
22068,Cerro Blanco
22069,Linderos
22070,Montecristo
22071,Randgold Resources Limited
22072,Old Republic International Corporation
22073,CMP - El Laco
22074,Dynatronics Corporation
22075,First Trust Senior Loan Fund ETF
22076,"FTI Consulting, Inc."
22077,Isla Riesco
22078,El Toqui
22079,La Coipa
22080,Ojos del Salado
22081,Novelion Therapeutics Inc.
22082,Arch Capital Group Ltd.
22083,Talcuna
22084,Torchmark Corporation
22085,"National American University Holdings, Inc."
22086,First Trust South Korea AlphaDEX Fund
22087,Garrison Capital Inc.
22088,Natl Westminster Pfd
22089,"UMH Properties, Inc."
22090,AdvisorShares Market Adaptive Unconstrained Income ETF
22091,Tuina
22092,PTC Inc.
22093,West Corporation
22094,"Ocular Therapeutix, Inc."
22095,iShares MSCI EM ESG Optimized ETF
22096,Credit Acceptance Corporation
22097,Ministro Hales
22098,Coirón
22099,Pinatolca
22100,Pupunahue
22101,Nuveen Energy MLP Total Return Fund
22102,"Ashford Hospitality Prime, Inc."
22103,Romeral
22104,AdvisorShares Market Adaptive Unconstrained Income ETF
22105,Arenal
22106,"Kura Oncology, Inc."
22107,HollyFrontier Corporation
22108,Natl Westminster Pfd
22109,"LTC Properties, Inc."
22110,Collahuasi
22111,Kopin Corporation
22112,Nuveen Municipal High Income Opportunity Fund
22113,Dorado
22114,Caserones
22115,Las Arenitas
22116,Tranquilo
22117,El Peñón
22118,El Tofo
22119,Special Opportunities Fund Inc.
22120,Tata Motors Ltd
22121,"MasTec, Inc."
22122,"Littelfuse, Inc."
22123,SQM - Pampa Blanca
22124,Cerro Colorado
22125,"Evolving Systems, Inc."
22126,Carola
22127,Guanaco
22128,"Evolving Systems, Inc."
22129,"Hurco Companies, Inc."
22130,Celite - Tilviche
22131,Global Partner Acquisition Corp.
22132,JM Global Holding Company
22133,"Tootsie Roll Industries, Inc."
22134,"Clear Channel Outdoor Holdings, Inc."
22135,"ILG, Inc"
22136,Nuveen Energy MLP Total Return Fund
22137,Tuina
22138,Cambrex Corporation
22139,"Discovery Communications, Inc."
22140,Global Partner Acquisition Corp.
22141,EPR Properties
22142,United Insurance Holdings Corp.
22143,AdvisorShares Market Adaptive Unconstrained Income ETF
22144,Caserones
22145,"Kayne Anderson Energy Total Return Fund, Inc."
22146,"First Hawaiian, Inc."
22147,CMP - Cerro Negro Norte
22148,Alliance National Municipal Income Fund Inc
22149,"Kayne Anderson Energy Total Return Fund, Inc."
22150,"Sarepta Therapeutics, Inc."
22151,HollyFrontier Corporation
22152,iShares 20+ Year Treasury Bond ETF
22153,Tekla Healthcare Opportunies Fund
22154,"MiMedx Group, Inc"
22155,"Arista Networks, Inc."
22156,Peabody Energy Corporation
22157,Antucoya
22158,"Ocular Therapeutix, Inc."
22159,Inseego Corp.
22160,"Argos Therapeutics, Inc."
22161,Moog Inc.
22162,Incyte Corporation
22163,Dollar General Corporation
22164,Faride
22165,Sierra Gorda
22166,El Soldado
22167,"XO Group, Inc."
22168,PowerShares KBW High Dividend Yield Financial Portfolio
22169,Peckett
22170,EQT Corporation
22171,"Xenia Hotels & Resorts, Inc."
22172,"Edge Therapeutics, Inc."
22173,TICC Capital Corp.
22174,"FairPoint Communications, Inc."
22175,"Entergy Louisiana, Inc."
22176,Cosayach - Soledad
22177,La Productora
22178,Garrison Capital Inc.
22179,SQM - Pampa Blanca
22180,Inseego Corp.
22181,"The Travelers Companies, Inc."
22182,Kamada Ltd.
22183,Vina Concha Y Toro
22184,Ojos del Salado
22185,"Avon Products, Inc."
22186,Tres Valles
22187,Kamada Ltd.
22188,"Texas Capital Bancshares, Inc."
22189,BLDRS Developed Markets 100 ADR Index Fund
22190,AbbVie Inc.
22191,Elenita
22192,"SeaChange International, Inc."
22193,"NextEra Energy, Inc."
22194,"Avenue Therapeutics, Inc."
22195,Franke
22196,Global Partner Acquisition Corp.
22197,"Mid-America Apartment Communities, Inc."
22198,Talcuna
22199,Hamilton Lane Incorporated
22200,Manantial
22201,Westpac Banking Corporation
22202,Intracampos
22203,Fidus Investment Corporation
22204,Navío
22205,Gilat Satellite Networks Ltd.
22206,Linderos
22207,San Gerónimo
22208,Ceragon Networks Ltd.
22209,"RiverNorth Opportunities Fund, Inc."
22210,CoreSite Realty Corporation
22211,Kite Realty Group Trust
22212,"Mid-America Apartment Communities, Inc."
22213,R.R. Donnelley & Sons Company
22214,Walter Investment Management Corp.
22215,Romeral
22216,Fair Isaac Corporation
22217,Terreno Realty Corporation
22218,"Chegg, Inc."
22219,RenaissanceRe Holdings Ltd.
22220,Independence Holding Company
22221,First Trust International Multi-Asset Diversified Income Index
22222,"Xenia Hotels & Resorts, Inc."
22223,AbbVie Inc.
22224,Great Plains Energy Inc
22225,Catamutún
22226,Pure Cycle Corporation
22227,EQT Corporation
22228,"Nustar GP Holdings, LLC"
22229,"Avon Products, Inc."
22230,"Avenue Therapeutics, Inc."
22231,BRF S.A.
22232,Collahuasi
22233,ENGlobal Corporation
22234,Kraton Corporation
22235,"Kura Oncology, Inc."
22236,Quiborax
22237,West Corporation
22238,Silvercrest Asset Management Group Inc.
22239,Franke
22240,"First Financial Bankshares, Inc."
22241,"Blackhawk Network Holdings, Inc."
22242,"support.com, Inc."
22243,"Ocular Therapeutix, Inc."
22244,DRDGOLD Limited
22245,Escondida
22246,Radomiro Tomic
22247,SL Green Realty Corporation
22248,Urstadt Biddle Properties Inc.
22249,Anheuser-Busch Inbev SA
22250,Neff Corporation
22251,Silicon Motion Technology Corporation
22252,"Diamond Hill Investment Group, Inc."
22253,PIMCO Dynamic Credit and Mortgage Income Fund
22254,Alliance National Municipal Income Fund Inc
22255,San Gerónimo
22256,Western Asset Bond Fund
22257,Corporate Asset Backed Corp CABCO
22258,"CenterPoint Energy, Inc."
22259,Forum Merger Corporation
22260,"Texas Capital Bancshares, Inc."
22261,Caleta El Cobre
22262,Nuveen Connecticut Quality Municipal Income Fund
22263,Esterline Technologies Corporation
22264,Texas Pacific Land Trust
22265,Lota
22266,L.B. Foster Company
22267,Cosayach - Negreiros
22268,Double Eagle Acquisition Corp.
22269,Peabody Energy Corporation
22270,Dorado
22271,Gladstone Commercial Corporation
22272,Crawford & Company
22273,Lions Gate Entertainment Corporation
22274,Lota
22275,"SeaChange International, Inc."
22276,"Discovery Communications, Inc."
22277,Western Alliance Bancorporation
22278,"Destination XL Group, Inc."
22279,Candelaria
22280,"Evolving Systems, Inc."
22281,Kilroy Realty Corporation
22282,Terreno Realty Corporation
22283,La Pepa
22284,Voya Global Equity Dividend and Premium Opportunity Fund
22285,"National American University Holdings, Inc."
22286,Gladstone Commercial Corporation
22287,Kopin Corporation
22288,"Arista Networks, Inc."
22289,Victoria
22290,"Rush Enterprises, Inc."
22291,Chimberos
22292,"Mirna Therapeutics, Inc."
22293,"Hurco Companies, Inc."
22294,"Avon Products, Inc."
22295,"Kayne Anderson Energy Total Return Fund, Inc."
22296,"Ulta Beauty, Inc."
22297,Ojos del Salado
22298,San José
22299,Entercom Communications Corporation
22300,Credit Acceptance Corporation
22301,SL Green Realty Corporation
22302,"Urban One, Inc. "
22303,"Kayne Anderson Energy Total Return Fund, Inc."
22304,Algorta
22305,III de Atacama Minerals - Aguas Blancas
22306,El Volcán
22307,"Hawkins, Inc."
22308,Del Fierro
22309,Credit Acceptance Corporation
22310,Alhué
22311,Radomiro Tomic
22312,Pupunahue
22313,Yahoo! Inc.
22314,"Universal Stainless & Alloy Products, Inc."
22315,Punta de Lobos - Kanita
22316,"Hurco Companies, Inc."
22317,Cerro Negro
22318,El Peñón
22319,Microsemi Corporation
22320,El Tofo
22321,Incyte Corporation
22322,PowerShares Nasdaq Internet Portfolio
22323,"AMC Entertainment Holdings, Inc."
22324,GlaxoSmithKline PLC
22325,"Xenia Hotels & Resorts, Inc."
22326,"LM Funding America, Inc."
22327,ACF - Lagunas
22328,Pascua
22329,Fair Isaac Corporation
22330,Don Alberto
22331,Georgia Power Company
22332,"OraSure Technologies, Inc."
22333,"Universal Stainless & Alloy Products, Inc."
22334,Pullalli
22335,Stamps.com Inc.
22336,Arch Capital Group Ltd.
22337,Guaranty Bancorp
22338,"Cogentix Medical, Inc."
22339,TICC Capital Corp.
22340,"Kura Oncology, Inc."
22341,"Diamond Hill Investment Group, Inc."
22342,La Pepa
22343,Sierra Gorda
22344,La Patagua
22345,Chimborazo
22346,China Mobile (Hong Kong) Ltd.
22347,"Pepsico, Inc."
22348,Las Luces
22349,PowerShares BuyBack Achievers Portfolio
22350,Ojos del Salado
22351,Mantos Blancos
22352,Novanta Inc.
22353,"HCA Healthcare, Inc."
22354,Mackinac Financial Corporation
22355,CVS Health Corporation
22356,Guaranty Bancorp
22357,Don Alberto
22358,"Sarepta Therapeutics, Inc."
22359,Inacesa - El Jilguero
22360,Quiborax - Ascotán
22361,Voya Global Equity Dividend and Premium Opportunity Fund
22362,Bright Scholar Education Holdings Limited
22363,"Franklin Financial Network, Inc."
22364,"Enanta Pharmaceuticals, Inc."
22365,Peabody Energy Corporation
22366,Eaton Vance Corporation
22367,Flor de Los Andes
22368,Lota
22369,Novelion Therapeutics Inc.
22370,Iván
22371,CoreSite Realty Corporation
22372,Incyte Corporation
22373,"Entergy Louisiana, Inc."
22374,AGCO Corporation
22375,Galectin Therapeutics Inc.
22376,Nuveen Municipal High Income Opportunity Fund
22377,Chuquicamata
22378,"Vectrus, Inc."
22379,Lota
22380,DRDGOLD Limited
22381,BlackRock Municipal Target Term Trust Inc. (The)
22382,Las Arenitas
22383,Lomas Bayas
22384,Azul S.A.
22385,"Forterra, Inc."
22386,El Volcán
22387,Comcast Corporation
22388,"H&R Block, Inc."
22389,"Avenue Therapeutics, Inc."
22390,Gilat Satellite Networks Ltd.
22391,Escondida
22392,Kilroy Realty Corporation
22393,United Microelectronics Corporation
22394,"Sportsman's Warehouse Holdings, Inc."
22395,"H&R Block, Inc."
22396,El Volcán
22397,"Shutterstock, Inc."
22398,Hamilton Lane Incorporated
22399,Gilat Satellite Networks Ltd.
22400,PTC Inc.
22401,SQM - María Elena
22402,Check-Cap Ltd.
22403,"Ashford Hospitality Prime, Inc."
22404,El Tofo
22405,BRF S.A.
22406,Vina Concha Y Toro
22407,"Gabelli Equity Trust, Inc. (The)"
22408,"Ellie Mae, Inc."
22409,Tranquilo
22410,"PDF Solutions, Inc."
22411,Alliance National Municipal Income Fund Inc
22412,Cosayach - Negreiros
22413,Los Pelambres
22414,Imax Corporation
22415,Park-Ohio Holdings Corp.
22416,Cerro Blanco
22417,Escondida
22418,"Biocept, Inc."
22419,Independence Holding Company
22420,Schwager
22421,SQM - Yumbes
22422,"Dynex Capital, Inc."
22423,"Diamond Hill Investment Group, Inc."
22424,Las Luces
22425,Independence Holding Company
22426,Entercom Communications Corporation
22427,CMP - El Laco
22428,"NextEra Energy, Inc."
22429,Cohen & Steers Reit and Preferred Income Fund Inc
22430,Linderos
22431,Pampa Camarones
22432,PowerShares BuyBack Achievers Portfolio
22433,HollyFrontier Corporation
22434,Escondida
22435,"Arista Networks, Inc."
22436,PowerShares KBW High Dividend Yield Financial Portfolio
22437,Ministro Hales
22438,"Kayne Anderson Energy Total Return Fund, Inc."
22439,Abeona Therapeutics Inc.
22440,Abeona Therapeutics Inc.
22441,Inacesa - El Way
22442,Esterline Technologies Corporation
22443,Dollar General Corporation
22444,"Western New England Bancorp, Inc."
22445,El Toqui
22446,Celite - Tana
22447,"Hawkins, Inc."
22448,SQM - Nueva Victoria
22449,Abeona Therapeutics Inc.
22450,Pure Cycle Corporation
22451,Pirquitas
22452,Lions Gate Entertainment Corporation
22453,"Vectrus, Inc."
22454,GlaxoSmithKline PLC
22455,"FSB Bancorp, Inc."
22456,Great Plains Energy Inc
22457,Arch Capital Group Ltd.
22458,Schwager
22459,"Waste Management, Inc."
22460,"German American Bancorp, Inc."
22461,First Trust International Multi-Asset Diversified Income Index
22462,La Pepa
22463,"ILG, Inc"
22464,"Zynerba Pharmaceuticals, Inc."
22465,Cerro Blanco
22466,Novelion Therapeutics Inc.
22467,Lomas Bayas
22468,"Avenue Therapeutics, Inc."
22469,Isla Riesco
22470,El Tofo
22471,"Discovery Communications, Inc."
22472,B.O.S. Better Online Solutions
22473,Great Plains Energy Inc
22474,"H&R Block, Inc."
22475,"PrivateBancorp, Inc."
22476,VictoryShares US 500 Enhanced Volatility Wtd ETF
22477,"International Seaways, Inc."
22478,Patriot National Bancorp Inc.
22479,"Fiserv, Inc."
22480,"Destination XL Group, Inc."
22481,Alhué
22482,Torchmark Corporation
22483,First Trust Emerging Markets Small Cap AlphaDEX Fund
22484,"Pepsico, Inc."
22485,III de Atacama Minerals - Aguas Blancas
22486,"Dupont Fabros Technology, Inc."
22487,Kite Realty Group Trust
22488,Caleta El Cobre
22489,Randgold Resources Limited
22490,Aircastle Limited
22491,"Diamond Hill Investment Group, Inc."
22492,"Edge Therapeutics, Inc."
22493,CMP - Boquerón Chañar
22494,Silicon Motion Technology Corporation
22495,Celite - Carol
22496,"Shutterstock, Inc."
22497,"Avon Products, Inc."
22498,"Littelfuse, Inc."
22499,Cerro Imán
22500,"PrivateBancorp, Inc."
22501,Randgold Resources Limited
22502,Cummins Inc.
22503,Celite - Carol
22504,Isla Riesco
22505,GlaxoSmithKline PLC
22506,Lomas Bayas
22507,Michilla
22508,Mantos Blancos
22509,La Perla
22510,Regal Entertainment Group
22511,Las Cenizas
22512,Andes Travertine
22513,"Investors Bancorp, Inc."
22514,Cowen Inc.
22515,The Community Financial Corporation
22516,EQT Corporation
22517,Alhué
22518,Zaldívar
22519,"Safe Bulkers, Inc"
22520,Sierra Gorda
22521,Kilroy Realty Corporation
22522,"Commercial Vehicle Group, Inc."
22523,Anheuser-Busch Inbev SA
22524,Patriot National Bancorp Inc.
22525,Alhué
22526,Cabot Corporation
22527,Tata Motors Ltd
22528,Johnson & Johnson
22529,Ministro Hales
22530,"Chunghwa Telecom Co., Ltd."
22531,Dollar General Corporation
22532,"FSB Bancorp, Inc."
22533,"Evolving Systems, Inc."
22534,Los Bronces
22535,Navío
22536,Container Store (The)
22537,Drive Shack Inc.
22538,Alliance National Municipal Income Fund Inc
22539,SAP SE
22540,United Insurance Holdings Corp.
22541,KT Corporation
22542,Catamutún
22543,"Financial Engines, Inc."
22544,Sierra Miranda
22545,BLDRS Developed Markets 100 ADR Index Fund
22546,"H&R Block, Inc."
22547,Cosayach - Cala Cala
22548,Gilat Satellite Networks Ltd.
22549,STMicroelectronics N.V.
22550,Tres Valles
22551,Caserones
22552,Suncor EnergyInc.
22553,"Vectrus, Inc."
22554,Vina Concha Y Toro
22555,Lomas Bayas
22556,ENGlobal Corporation
22557,First Trust International Multi-Asset Diversified Income Index
22558,"Ashford Hospitality Prime, Inc."
22559,Talcuna
22560,U.S. Energy Corp.
22561,La Pepa
22562,China Mobile (Hong Kong) Ltd.
22563,BLDRS Asia 50 ADR Index Fund
22564,iShares MSCI EM ESG Optimized ETF
22565,Cowen Inc.
22566,"HCA Healthcare, Inc."
22567,Arenal
22568,First Trust International Multi-Asset Diversified Income Index
22569,"Mid-America Apartment Communities, Inc."
22570,Iván
22571,Del Fierro
22572,Fertón
22573,"Hub Group, Inc."
22574,PTC Inc.
22575,First Trust Senior Loan Fund ETF
22576,Western Alliance Bancorporation
22577,Galectin Therapeutics Inc.
22578,Voya Global Equity Dividend and Premium Opportunity Fund
22579,Bright Scholar Education Holdings Limited
22580,3M Company
22581,Cerro Casale
22582,Maganeso III de Atacama
22583,Novanta Inc.
22584,Ojos del Salado
22585,United States Cellular Corporation
22586,El Morro
22587,Caupolicán
22588,"Spark Energy, Inc."
22589,Marine Petroleum Trust
22590,United Microelectronics Corporation
22591,Forum Merger Corporation
22592,Nuveen Floating Rate Income Fund
22593,First Trust Multi-Asset Diversified Income Index Fund
22594,Stamps.com Inc.
22595,Regal Entertainment Group
22596,Westpac Banking Corporation
22597,"Dupont Fabros Technology, Inc."
22598,"China Lodging Group, Limited"
22599,Northern Trust Corporation
22600,"MiMedx Group, Inc"
22601,"Forterra, Inc."
22602,"Avon Products, Inc."
22603,"UMH Properties, Inc."
22604,Los Bronces
22605,"Hawkins, Inc."
22606,Arlington Asset Investment Corp
22607,"Sarepta Therapeutics, Inc."
22608,Coirón
22609,Iván
22610,Orbotech Ltd.
22611,GlaxoSmithKline PLC
22612,PIMCO Dynamic Credit and Mortgage Income Fund
22613,EQT Corporation
22614,Altamira
22615,Guaranty Bancorp
22616,"Dynex Capital, Inc."
22617,B.O.S. Better Online Solutions
22618,Sierra Miranda
22619,"AMC Entertainment Holdings, Inc."
22620,Julia
22621,Yelp Inc.
22622,Suncor EnergyInc.
22623,Janus Henderson Small Cap Growth Alpha ETF
22624,María Elisa
22625,"FairPoint Communications, Inc."
22626,Lenga
22627,Intracampos
22628,"Mid-America Apartment Communities, Inc."
22629,"HD Supply Holdings, Inc."
22630,Franke
22631,"FSB Bancorp, Inc."
22632,Intracampos
22633,Elkhorn Commodity Rotation Strategy ETF
22634,"Delcath Systems, Inc."
22635,"MasTec, Inc."
22636,"Franklin Financial Network, Inc."
22637,PowerShares Nasdaq Internet Portfolio
22638,Blackstone GSO Long Short Credit Income Fund
22639,Julia
22640,Dynatronics Corporation
22641,Brookfield Global Listed Infrastructure Income Fund
22642,Caserones
22643,"FTI Consulting, Inc."
22644,"Ocular Therapeutix, Inc."
22645,Silicon Motion Technology Corporation
